number,genus,metabolism,treatment,rep,run,seconds,O2_mM,HCO3_mM,CO2_mM,DIC_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH,K1a,K2a,K1b,K2b,K1,K2,H,K1_HCO3,K2_HCO3
2119,Osmundea,ccm,Low,3,Light,360,10.29,381.77,23.75,405.52,23.11,0.65,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2120,Osmundea,ccm,Low,3,Light,370,11.04,383.25,23.85,407.10,23.18,0.66,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2121,Osmundea,ccm,Low,3,Light,380,10.67,379.30,23.60,402.90,22.95,0.65,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2122,Osmundea,ccm,Low,3,Light,390,10.72,385.70,24.00,409.70,23.35,0.65,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2123,Osmundea,ccm,Low,3,Light,399,10.63,381.79,23.75,405.54,23.10,0.66,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2124,Osmundea,ccm,Low,3,Light,410,10.59,381.63,23.74,405.37,23.09,0.66,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2125,Osmundea,ccm,Low,3,Light,421,10.48,379.75,23.63,403.38,22.98,0.65,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2126,Osmundea,ccm,Low,3,Light,432,10.38,380.48,23.67,404.16,23.02,0.65,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2127,Osmundea,ccm,Low,3,Light,442,10.49,380.50,23.67,404.17,23.03,0.64,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2128,Osmundea,ccm,Low,3,Light,452,10.36,382.47,23.80,406.27,23.15,0.65,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2129,Osmundea,ccm,Low,3,Light,462,10.57,378.20,23.53,401.73,22.89,0.64,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2130,Osmundea,ccm,Low,3,Light,473,10.96,379.85,23.63,403.49,22.97,0.66,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2131,Osmundea,ccm,Low,3,Light,483,10.22,379.04,23.58,402.63,22.95,0.64,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2132,Osmundea,ccm,Low,3,Light,494,10.71,383.94,23.89,407.83,23.24,0.65,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2133,Osmundea,ccm,Low,3,Light,504,11.02,377.54,23.49,401.03,22.83,0.66,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2134,Osmundea,ccm,Low,3,Light,514,10.46,379.01,23.58,402.60,22.94,0.64,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2135,Osmundea,ccm,Low,3,Light,525,10.85,377.53,23.49,401.02,22.84,0.65,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2136,Osmundea,ccm,Low,3,Light,535,9.99,379.03,23.58,402.61,22.94,0.64,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2137,Osmundea,ccm,Low,3,Light,545,10.51,378.33,23.54,401.86,22.90,0.64,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2138,Osmundea,ccm,Low,3,Light,556,10.36,379.19,23.59,402.79,22.95,0.64,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2139,Osmundea,ccm,Low,3,Light,566,10.62,377.03,23.46,400.49,22.81,0.65,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2140,Osmundea,ccm,Low,3,Light,575,10.62,374.09,23.28,397.37,22.63,0.64,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2141,Osmundea,ccm,Low,3,Light,585,10.51,373.05,23.21,396.26,22.57,0.64,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2142,Osmundea,ccm,Low,3,Light,595,10.59,376.86,23.45,400.31,22.80,0.65,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2143,Osmundea,ccm,Low,3,Light,605,10.39,373.80,23.26,397.06,22.61,0.64,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2144,Osmundea,ccm,Low,3,Light,615,10.61,379.98,23.64,403.62,23.00,0.65,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2145,Osmundea,ccm,Low,3,Light,625,10.67,379.33,23.60,402.94,22.95,0.65,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2146,Osmundea,ccm,Low,3,Light,635,10.87,377.68,23.50,401.18,22.85,0.65,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2147,Osmundea,ccm,Low,3,Light,645,10.68,372.60,23.18,395.78,22.54,0.64,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2148,Osmundea,ccm,Low,3,Light,655,10.56,374.40,23.29,397.69,22.66,0.64,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2149,Osmundea,ccm,Low,3,Light,666,10.29,373.08,23.21,396.30,22.58,0.63,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2150,Osmundea,ccm,Low,3,Light,676,10.73,374.65,23.31,397.96,22.66,0.65,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2151,Osmundea,ccm,Low,3,Light,687,10.58,372.44,23.17,395.62,22.53,0.64,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2152,Osmundea,ccm,Low,3,Light,697,10.20,370.12,23.03,393.15,22.40,0.63,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2153,Osmundea,ccm,Low,3,Light,707,10.51,372.05,23.15,395.20,22.51,0.64,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2154,Osmundea,ccm,Low,3,Light,717,10.75,375.82,23.38,399.20,22.74,0.64,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
2155,Osmundea,ccm,Low,3,Light,727,10.66,369.91,23.32,393.23,22.68,0.64,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2156,Osmundea,ccm,Low,3,Light,738,10.39,369.53,23.30,392.83,22.66,0.64,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2157,Osmundea,ccm,Low,3,Light,748,10.94,368.27,23.22,391.49,22.57,0.65,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2158,Osmundea,ccm,Low,3,Light,759,10.73,369.18,23.28,392.46,22.64,0.64,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2159,Osmundea,ccm,Low,3,Light,769,10.71,367.39,23.17,390.56,22.52,0.64,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2160,Osmundea,ccm,Low,3,Light,779,10.22,367.39,23.17,390.55,22.53,0.63,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2161,Osmundea,ccm,Low,3,Light,790,10.51,362.21,22.84,385.05,22.20,0.64,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2162,Osmundea,ccm,Low,3,Light,800,10.68,366.65,23.12,389.77,22.48,0.64,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2163,Osmundea,ccm,Low,3,Light,810,10.80,364.56,22.99,387.55,22.35,0.64,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2164,Osmundea,ccm,Low,3,Light,820,10.48,365.57,23.05,388.62,22.41,0.64,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
2165,Osmundea,ccm,Low,4,Dark,198,12.03,319.36,22.67,342.02,22.06,0.60,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2166,Osmundea,ccm,Low,4,Dark,212,11.95,311.54,22.11,333.65,21.50,0.61,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2167,Osmundea,ccm,Low,4,Dark,226,11.95,316.25,22.45,338.70,21.80,0.64,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2168,Osmundea,ccm,Low,4,Dark,240,12.09,318.94,22.64,341.58,22.01,0.63,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2169,Osmundea,ccm,Low,4,Dark,254,12.42,317.53,22.54,340.06,21.93,0.61,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2170,Osmundea,ccm,Low,4,Dark,269,12.08,317.35,22.52,339.87,21.87,0.66,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2171,Osmundea,ccm,Low,4,Dark,282,11.71,313.34,22.24,335.58,21.61,0.63,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2172,Osmundea,ccm,Low,4,Dark,297,12.17,318.90,22.63,341.53,21.99,0.64,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2173,Osmundea,ccm,Low,4,Dark,311,11.77,315.31,22.38,337.69,21.72,0.66,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2174,Osmundea,ccm,Low,4,Dark,325,12.23,321.52,22.82,344.34,22.19,0.63,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2175,Osmundea,ccm,Low,4,Dark,338,12.10,319.77,22.70,342.47,22.08,0.61,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2176,Osmundea,ccm,Low,4,Dark,353,11.92,316.87,22.49,339.36,21.88,0.61,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2177,Osmundea,ccm,Low,4,Dark,367,12.13,316.35,22.45,338.81,21.82,0.64,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2178,Osmundea,ccm,Low,4,Dark,381,11.62,317.92,22.56,340.49,21.95,0.62,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2179,Osmundea,ccm,Low,4,Dark,395,11.79,317.82,22.56,340.38,21.94,0.62,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2180,Osmundea,ccm,Low,4,Dark,409,11.50,318.06,22.57,340.64,21.96,0.61,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2181,Osmundea,ccm,Low,4,Dark,423,11.23,320.60,22.75,343.36,22.13,0.63,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2182,Osmundea,ccm,Low,4,Dark,436,11.56,320.57,22.75,343.33,22.13,0.62,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2183,Osmundea,ccm,Low,4,Dark,450,11.60,322.72,22.90,345.62,22.29,0.61,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2184,Osmundea,ccm,Low,4,Dark,464,11.95,318.83,22.63,341.46,21.98,0.64,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2185,Osmundea,ccm,Low,4,Dark,478,12.01,321.10,22.79,343.89,22.16,0.63,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2186,Osmundea,ccm,Low,4,Dark,491,12.00,318.78,22.62,341.40,22.02,0.61,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2187,Osmundea,ccm,Low,4,Dark,506,11.97,323.16,22.94,346.10,22.33,0.61,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2188,Osmundea,ccm,Low,4,Dark,519,11.54,319.52,22.68,342.20,22.03,0.64,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2189,Osmundea,ccm,Low,4,Dark,534,11.61,323.83,22.98,346.81,22.34,0.64,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2190,Osmundea,ccm,Low,4,Dark,548,12.19,319.88,22.70,342.58,22.07,0.63,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2191,Osmundea,ccm,Low,4,Dark,562,11.54,318.06,22.57,340.63,21.94,0.63,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2192,Osmundea,ccm,Low,4,Dark,576,11.58,318.21,22.58,340.80,21.94,0.64,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2193,Osmundea,ccm,Low,4,Dark,590,11.83,322.80,22.91,345.71,22.28,0.63,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2194,Osmundea,ccm,Low,4,Dark,604,11.36,320.77,22.77,343.54,22.15,0.62,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
2195,Osmundea,ccm,Low,4,Light,605,12.27,336.55,23.15,359.70,22.52,0.63,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
2196,Osmundea,ccm,Low,4,Light,620,12.70,338.87,23.31,362.17,22.61,0.70,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
2197,Osmundea,ccm,Low,4,Light,634,12.39,334.85,23.03,357.88,22.42,0.61,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
2198,Osmundea,ccm,Low,4,Light,648,12.70,331.29,22.79,354.08,22.17,0.62,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
2199,Osmundea,ccm,Low,4,Light,662,12.79,332.80,22.89,355.68,22.24,0.65,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
2200,Osmundea,ccm,Low,4,Light,676,12.56,337.30,23.20,360.50,22.56,0.64,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
2201,Osmundea,ccm,Low,4,Light,690,12.76,335.98,23.11,359.09,22.45,0.66,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
2202,Osmundea,ccm,Low,4,Light,704,12.55,332.59,22.88,355.47,22.26,0.61,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
2203,Osmundea,ccm,Low,4,Light,719,12.45,327.79,22.55,350.34,21.95,0.59,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
2204,Osmundea,ccm,Low,4,Light,732,12.65,330.45,22.73,353.18,22.12,0.61,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
2205,Osmundea,ccm,Low,4,Light,746,12.52,332.59,22.88,355.46,22.26,0.62,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
2206,Osmundea,ccm,Low,4,Light,760,12.38,329.93,22.69,352.63,22.09,0.60,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
2207,Osmundea,ccm,Low,4,Light,774,12.41,330.64,22.74,353.38,22.10,0.64,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
2208,Osmundea,ccm,Low,4,Light,788,12.44,322.94,22.56,345.50,21.91,0.65,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
2209,Osmundea,ccm,Low,4,Light,802,13.07,325.54,22.74,348.29,22.09,0.65,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
2210,Osmundea,ccm,Low,4,Light,815,12.85,324.92,22.70,347.62,22.06,0.64,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
2211,Osmundea,ccm,Low,4,Light,829,12.47,325.86,22.76,348.62,22.11,0.65,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
2212,Osmundea,ccm,Low,4,Light,843,12.35,320.93,22.42,343.35,21.77,0.65,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
2213,Osmundea,ccm,Low,4,Light,857,12.10,319.36,22.31,341.66,21.68,0.63,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
2214,Osmundea,ccm,Low,4,Light,871,12.86,318.36,22.24,340.60,21.61,0.63,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
2215,Osmundea,ccm,Low,4,Light,885,12.97,322.12,22.50,344.62,21.87,0.63,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
2216,Osmundea,ccm,Low,4,Light,899,12.81,318.43,22.24,340.67,21.63,0.61,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
2217,Osmundea,ccm,Low,4,Light,913,12.93,317.51,22.18,339.69,21.56,0.62,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
2218,Osmundea,ccm,Low,4,Light,927,12.64,322.29,22.51,344.81,21.87,0.64,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
2219,Osmundea,ccm,Low,4,Light,941,12.89,319.32,22.31,341.63,21.69,0.61,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
2220,Osmundea,ccm,Low,4,Light,956,12.79,319.29,22.31,341.60,21.67,0.63,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
2221,Osmundea,ccm,Low,5,Dark,21518,9.84,338.71,22.94,361.66,22.28,0.66,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
2222,Osmundea,ccm,Low,5,Dark,21533,9.46,340.44,23.06,363.50,22.44,0.62,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
2223,Osmundea,ccm,Low,5,Dark,21547,9.32,330.64,22.40,353.04,21.78,0.62,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
2224,Osmundea,ccm,Low,5,Dark,21561,9.23,334.02,22.63,356.65,22.00,0.63,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
2225,Osmundea,ccm,Low,5,Dark,21575,9.43,335.04,22.69,357.74,22.06,0.64,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
2226,Osmundea,ccm,Low,5,Dark,21589,9.27,337.42,22.86,360.27,22.19,0.66,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
2227,Osmundea,ccm,Low,5,Dark,21603,9.35,336.82,22.82,359.63,22.19,0.63,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
2228,Osmundea,ccm,Low,5,Dark,21617,9.45,337.86,22.89,360.74,22.21,0.68,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
2229,Osmundea,ccm,Low,5,Dark,21631,9.01,339.72,23.01,362.73,22.36,0.65,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
2230,Osmundea,ccm,Low,5,Dark,21644,8.81,340.06,23.03,363.09,22.38,0.65,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
