number,genus,metabolism,treatment,rep,run1,run2,seconds,O2_mM,HCO3,HCO3_mM,CO2_mM,DIC_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH,K1a,K2a,K1b,K2b,K1,K2,H,K1_HCO3,K2_HCO3
2603,Osmundea,ccm,Low,3,Light1,Light,810,10.8,21.51,364.56,22.99,387.55,22.35,0.64,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2604,Osmundea,ccm,Low,3,Light1,Light,820,10.48,21.57,365.57,23.05,388.62,22.41,0.64,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
2605,Osmundea,ccm,Low,4,Dark1,Dark,1163,12.71,22.14,346.41,23.83,370.24,23.16,0.67,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2606,Osmundea,ccm,Low,4,Dark1,Dark,1178,13.1,22.19,347.22,23.88,371.1,23.19,0.69,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2607,Osmundea,ccm,Low,4,Dark1,Dark,1191,13.35,21.88,342.26,23.54,365.81,22.91,0.63,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2608,Osmundea,ccm,Low,4,Dark1,Dark,1205,12.62,21.95,343.46,23.62,367.09,22.96,0.66,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2609,Osmundea,ccm,Low,4,Dark1,Dark,1219,12.97,22.21,347.44,23.9,371.33,23.22,0.68,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2610,Osmundea,ccm,Low,4,Dark1,Dark,1232,13.46,22.19,347.14,23.88,371.02,23.24,0.63,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2611,Osmundea,ccm,Low,4,Dark1,Dark,1246,13.04,21.98,343.88,23.65,367.53,23.01,0.64,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2612,Osmundea,ccm,Low,4,Dark1,Dark,1260,13.01,22.2,347.36,23.89,371.25,23.21,0.68,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2613,Osmundea,ccm,Low,4,Dark1,Dark,1274,13.06,22.14,346.35,23.82,370.17,23.11,0.71,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2614,Osmundea,ccm,Low,4,Dark1,Dark,1288,12.7,21.94,343.34,23.61,366.96,22.95,0.67,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2615,Osmundea,ccm,Low,4,Dark1,Dark,1303,12.75,21.99,344.05,23.66,367.72,23.01,0.65,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2616,Osmundea,ccm,Low,4,Dark1,Dark,1316,12.89,22.25,348.1,23.94,372.05,23.27,0.67,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2617,Osmundea,ccm,Low,4,Dark1,Dark,1330,12.97,22.27,348.49,23.97,372.45,23.29,0.68,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2618,Osmundea,ccm,Low,4,Dark1,Dark,1344,12.53,22.44,351.02,24.14,375.17,23.45,0.69,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2619,Osmundea,ccm,Low,4,Dark1,Dark,1358,12.88,22.21,347.46,23.9,371.36,23.24,0.66,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2620,Osmundea,ccm,Low,4,Dark1,Dark,1372,12.96,22.06,345.07,23.73,368.81,23.05,0.68,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2621,Osmundea,ccm,Low,4,Dark1,Dark,1386,12.98,22.34,349.52,24.04,373.56,23.41,0.63,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2622,Osmundea,ccm,Low,4,Dark1,Dark,1400,13.18,22.48,351.79,24.2,375.99,23.54,0.65,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2623,Osmundea,ccm,Low,4,Dark1,Dark,1415,13.13,22.65,354.39,24.37,378.77,23.7,0.68,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2624,Osmundea,ccm,Low,4,Dark1,Dark,1428,13,22.45,351.31,24.16,375.47,23.5,0.67,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2625,Osmundea,ccm,Low,4,Dark1,Dark,1442,12.65,22.36,349.81,24.06,373.87,23.39,0.67,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2626,Osmundea,ccm,Low,4,Dark1,Dark,1456,12.91,22.33,349.32,24.03,373.35,23.38,0.65,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2627,Osmundea,ccm,Low,4,Dark1,Dark,1471,12.6,22.08,345.49,23.76,369.25,23.1,0.66,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2628,Osmundea,ccm,Low,4,Dark1,Dark,1485,12.46,22.34,349.61,24.05,373.65,23.38,0.66,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2629,Osmundea,ccm,Low,4,Dark1,Dark,1499,12.27,22.39,350.37,24.1,374.47,23.44,0.66,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2630,Osmundea,ccm,Low,4,Dark1,Dark,1513,12.8,22.28,348.67,23.98,372.65,23.31,0.67,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2631,Osmundea,ccm,Low,4,Dark1,Dark,1527,12.68,22.47,351.59,24.18,375.77,23.49,0.69,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2632,Osmundea,ccm,Low,4,Dark1,Dark,1541,12.73,22.31,349.14,24.01,373.15,23.35,0.66,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2633,Osmundea,ccm,Low,4,Dark1,Dark,1555,12.57,22.23,347.76,23.92,371.68,23.29,0.63,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2634,Osmundea,ccm,Low,4,Dark1,Dark,1569,12.64,22.48,351.68,24.19,375.87,23.5,0.69,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2635,Osmundea,ccm,Low,4,Dark1,Dark,1584,12.51,22.36,349.77,24.06,373.83,23.38,0.68,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2636,Osmundea,ccm,Low,4,Dark1,Dark,1598,12.33,22.2,347.3,23.89,371.19,23.22,0.67,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2637,Osmundea,ccm,Low,4,Dark1,Dark,1612,12.88,22.6,353.61,24.32,377.93,23.66,0.66,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2638,Osmundea,ccm,Low,4,Dark1,Dark,1627,12.59,22.34,349.48,24.04,373.52,23.37,0.67,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2639,Osmundea,ccm,Low,4,Dark1,Dark,1640,12.08,21.99,344.01,23.66,367.67,23.04,0.62,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2640,Osmundea,ccm,Low,4,Dark1,Dark,1655,12.23,22.59,353.45,24.31,377.76,23.64,0.67,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2641,Osmundea,ccm,Low,4,Dark1,Dark,1668,11.92,22.27,348.49,23.97,372.46,23.3,0.67,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2642,Osmundea,ccm,Low,4,Dark2,Dark,198,12.03,21.01,319.36,22.67,342.02,22.06,0.6,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2643,Osmundea,ccm,Low,4,Dark2,Dark,212,11.95,20.49,311.54,22.11,333.65,21.5,0.61,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2644,Osmundea,ccm,Low,4,Dark2,Dark,226,11.95,20.8,316.25,22.45,338.7,21.8,0.64,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2645,Osmundea,ccm,Low,4,Dark2,Dark,240,12.09,20.98,318.94,22.64,341.58,22.01,0.63,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2646,Osmundea,ccm,Low,4,Dark2,Dark,254,12.42,20.89,317.53,22.54,340.06,21.93,0.61,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2647,Osmundea,ccm,Low,4,Dark2,Dark,269,12.08,20.88,317.35,22.52,339.87,21.87,0.66,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2648,Osmundea,ccm,Low,4,Dark2,Dark,282,11.71,20.61,313.34,22.24,335.58,21.61,0.63,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2649,Osmundea,ccm,Low,4,Dark2,Dark,297,12.17,20.98,318.9,22.63,341.53,21.99,0.64,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2650,Osmundea,ccm,Low,4,Dark2,Dark,311,11.77,20.74,315.31,22.38,337.69,21.72,0.66,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2651,Osmundea,ccm,Low,4,Dark2,Dark,325,12.23,21.15,321.52,22.82,344.34,22.19,0.63,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2652,Osmundea,ccm,Low,4,Dark2,Dark,338,12.1,21.04,319.77,22.7,342.47,22.08,0.61,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2653,Osmundea,ccm,Low,4,Dark2,Dark,353,11.92,20.84,316.87,22.49,339.36,21.88,0.61,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2654,Osmundea,ccm,Low,4,Dark2,Dark,367,12.13,20.81,316.35,22.45,338.81,21.82,0.64,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2655,Osmundea,ccm,Low,4,Dark2,Dark,381,11.62,20.91,317.92,22.56,340.49,21.95,0.62,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2656,Osmundea,ccm,Low,4,Dark2,Dark,395,11.79,20.91,317.82,22.56,340.38,21.94,0.62,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2657,Osmundea,ccm,Low,4,Dark2,Dark,409,11.5,20.92,318.06,22.57,340.64,21.96,0.61,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2658,Osmundea,ccm,Low,4,Dark2,Dark,423,11.23,21.09,320.6,22.75,343.36,22.13,0.63,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2659,Osmundea,ccm,Low,4,Dark2,Dark,436,11.56,21.09,320.57,22.75,343.33,22.13,0.62,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2660,Osmundea,ccm,Low,4,Dark2,Dark,450,11.6,21.23,322.72,22.9,345.62,22.29,0.61,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2661,Osmundea,ccm,Low,4,Dark2,Dark,464,11.95,20.97,318.83,22.63,341.46,21.98,0.64,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2662,Osmundea,ccm,Low,4,Dark2,Dark,478,12.01,21.12,321.1,22.79,343.89,22.16,0.63,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2663,Osmundea,ccm,Low,4,Dark2,Dark,491,12,20.97,318.78,22.62,341.4,22.02,0.61,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2664,Osmundea,ccm,Low,4,Dark2,Dark,506,11.97,21.26,323.16,22.94,346.1,22.33,0.61,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2665,Osmundea,ccm,Low,4,Dark2,Dark,519,11.54,21.02,319.52,22.68,342.2,22.03,0.64,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2666,Osmundea,ccm,Low,4,Dark2,Dark,534,11.61,21.3,323.83,22.98,346.81,22.34,0.64,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2667,Osmundea,ccm,Low,4,Dark2,Dark,548,12.19,21.04,319.88,22.7,342.58,22.07,0.63,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2668,Osmundea,ccm,Low,4,Dark2,Dark,562,11.54,20.92,318.06,22.57,340.63,21.94,0.63,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2669,Osmundea,ccm,Low,4,Dark2,Dark,576,11.58,20.93,318.21,22.58,340.8,21.94,0.64,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2670,Osmundea,ccm,Low,4,Dark2,Dark,590,11.83,21.23,322.8,22.91,345.71,22.28,0.63,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2671,Osmundea,ccm,Low,4,Dark2,Dark,604,11.36,21.1,320.77,22.77,343.54,22.15,0.62,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
2672,Osmundea,ccm,Low,4,Light1,Light,605,12.27,21.51,336.55,23.15,359.7,22.52,0.63,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2673,Osmundea,ccm,Low,4,Light1,Light,620,12.7,21.66,338.87,23.31,362.17,22.61,0.7,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2674,Osmundea,ccm,Low,4,Light1,Light,634,12.39,21.4,334.85,23.03,357.88,22.42,0.61,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2675,Osmundea,ccm,Low,4,Light1,Light,648,12.7,21.17,331.29,22.79,354.08,22.17,0.62,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2676,Osmundea,ccm,Low,4,Light1,Light,662,12.79,21.27,332.8,22.89,355.68,22.24,0.65,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2677,Osmundea,ccm,Low,4,Light1,Light,676,12.56,21.56,337.3,23.2,360.5,22.56,0.64,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2678,Osmundea,ccm,Low,4,Light1,Light,690,12.76,21.47,335.98,23.11,359.09,22.45,0.66,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2679,Osmundea,ccm,Low,4,Light1,Light,704,12.55,21.26,332.59,22.88,355.47,22.26,0.61,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2680,Osmundea,ccm,Low,4,Light1,Light,719,12.45,20.95,327.79,22.55,350.34,21.95,0.59,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2681,Osmundea,ccm,Low,4,Light1,Light,732,12.65,21.12,330.45,22.73,353.18,22.12,0.61,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2682,Osmundea,ccm,Low,4,Light1,Light,746,12.52,21.26,332.59,22.88,355.46,22.26,0.62,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2683,Osmundea,ccm,Low,4,Light1,Light,760,12.38,21.09,329.93,22.69,352.63,22.09,0.6,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2684,Osmundea,ccm,Low,4,Light1,Light,774,12.41,21.13,330.64,22.74,353.38,22.1,0.64,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
2685,Osmundea,ccm,Low,4,Light1,Light,788,12.44,20.94,322.94,22.56,345.5,21.91,0.65,31,12,8.05,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.91E-09,1.11E-02,5.88E-02
2686,Osmundea,ccm,Low,4,Light1,Light,802,13.07,21.11,325.54,22.74,348.29,22.09,0.65,31,12,8.05,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.91E-09,1.11E-02,5.88E-02
2687,Osmundea,ccm,Low,4,Light1,Light,815,12.85,21.07,324.92,22.7,347.62,22.06,0.64,31,12,8.05,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.91E-09,1.11E-02,5.88E-02
2688,Osmundea,ccm,Low,4,Light1,Light,829,12.47,21.13,325.86,22.76,348.62,22.11,0.65,31,12,8.05,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.91E-09,1.11E-02,5.88E-02
2689,Osmundea,ccm,Low,4,Light1,Light,843,12.35,20.81,320.93,22.42,343.35,21.77,0.65,31,12,8.05,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.91E-09,1.11E-02,5.88E-02
2690,Osmundea,ccm,Low,4,Light1,Light,857,12.1,20.71,319.36,22.31,341.66,21.68,0.63,31,12,8.05,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.91E-09,1.11E-02,5.88E-02
2691,Osmundea,ccm,Low,4,Light1,Light,871,12.86,20.64,318.36,22.24,340.6,21.61,0.63,31,12,8.05,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.91E-09,1.11E-02,5.88E-02
2692,Osmundea,ccm,Low,4,Light1,Light,885,12.97,20.88,322.12,22.5,344.62,21.87,0.63,31,12,8.05,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.91E-09,1.11E-02,5.88E-02
2693,Osmundea,ccm,Low,4,Light1,Light,899,12.81,20.64,318.43,22.24,340.67,21.63,0.61,31,12,8.05,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.91E-09,1.11E-02,5.88E-02
2694,Osmundea,ccm,Low,4,Light1,Light,913,12.93,20.59,317.51,22.18,339.69,21.56,0.62,31,12,8.05,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.91E-09,1.11E-02,5.88E-02
2695,Osmundea,ccm,Low,4,Light1,Light,927,12.64,20.9,322.29,22.51,344.81,21.87,0.64,31,12,8.05,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.91E-09,1.11E-02,5.88E-02
2696,Osmundea,ccm,Low,4,Light1,Light,941,12.89,20.7,319.32,22.31,341.63,21.69,0.61,31,12,8.05,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.91E-09,1.11E-02,5.88E-02
2697,Osmundea,ccm,Low,4,Light1,Light,956,12.79,20.7,319.29,22.31,341.6,21.67,0.63,31,12,8.05,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.91E-09,1.11E-02,5.88E-02
2698,Osmundea,ccm,Low,5,Dark1,Dark,19313,11.05,22.78,390.88,24.32,415.2,23.64,0.68,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2699,Osmundea,ccm,Low,5,Dark1,Dark,19327,11.26,22.36,383.75,23.88,407.62,23.24,0.64,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2700,Osmundea,ccm,Low,5,Dark1,Dark,19340,11.07,22.39,384.25,23.91,408.15,23.24,0.66,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2701,Osmundea,ccm,Low,5,Dark1,Dark,19355,11.19,22.79,391.1,24.33,415.43,23.69,0.64,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2702,Osmundea,ccm,Low,5,Dark1,Dark,19369,11.25,22.67,388.97,24.2,413.17,23.49,0.71,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2703,Osmundea,ccm,Low,5,Dark1,Dark,19383,10.82,22.95,393.72,24.5,418.21,23.82,0.67,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2704,Osmundea,ccm,Low,5,Dark1,Dark,19397,11.06,22.66,388.87,24.2,413.06,23.52,0.68,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2705,Osmundea,ccm,Low,5,Dark1,Dark,19412,11.03,23.04,395.3,24.6,419.89,23.91,0.69,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2706,Osmundea,ccm,Low,5,Dark1,Dark,19425,11.01,22.49,385.97,24.01,409.99,23.32,0.7,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2707,Osmundea,ccm,Low,5,Dark1,Dark,19440,11.05,22.9,392.85,24.44,417.29,23.79,0.66,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2708,Osmundea,ccm,Low,5,Dark1,Dark,19454,11.32,22.87,392.48,24.42,416.9,23.74,0.68,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2709,Osmundea,ccm,Low,5,Dark1,Dark,19468,11.24,22.77,390.74,24.31,415.05,23.63,0.68,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
2710,Osmundea,ccm,Low,5,Dark1,Dark,19482,10.9,22.72,389.78,24.25,414.04,23.56,0.7,31,12,7.97,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.07E-08,1.33E-02,4.89E-02
