number,genus,metabolism,treatment,rep,run1,run2,seconds,O2_mM,HCO3,HCO3_mM,CO2_mM,DIC_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH,K1a,K2a,K1b,K2b,K1,K2,H,K1_HCO3,K2_HCO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5155,Rhodymenia,nonccm,High,3,Dark2,Dark,502,9.73,15.26,245.53,16.38,261.92,15.85,0.54,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5156,Rhodymenia,nonccm,High,3,Dark2,Dark,512,9.57,15.13,243.43,16.24,259.67,15.72,0.52,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5157,Rhodymenia,nonccm,High,3,Dark2,Dark,522,9.22,15.29,246.02,16.42,262.44,15.89,0.53,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5158,Rhodymenia,nonccm,High,3,Dark2,Dark,532,9.79,15.29,246.00,16.42,262.42,15.89,0.53,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5159,Rhodymenia,nonccm,High,3,Dark2,Dark,543,9.05,15.34,246.79,16.47,263.26,15.94,0.52,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5160,Rhodymenia,nonccm,High,3,Dark2,Dark,554,9.19,15.41,247.82,16.54,264.36,16.01,0.52,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5161,Rhodymenia,nonccm,High,3,Dark2,Dark,564,9.12,15.51,249.55,16.65,266.21,16.13,0.53,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5162,Rhodymenia,nonccm,High,3,Dark2,Dark,574,9.22,15.46,248.68,16.59,265.28,16.07,0.53,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5163,Rhodymenia,nonccm,High,3,Dark2,Dark,583,9.17,15.59,250.74,16.73,267.47,16.20,0.53,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5164,Rhodymenia,nonccm,High,3,Dark2,Dark,593,9.54,15.80,254.17,16.96,271.13,16.42,0.54,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5165,Rhodymenia,nonccm,High,3,Dark2,Dark,603,9.04,15.70,252.61,16.86,269.47,16.32,0.53,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5166,Rhodymenia,nonccm,High,3,Dark2,Dark,614,9.35,15.54,253.33,16.66,269.99,16.12,0.54,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5167,Rhodymenia,nonccm,High,3,Light1,Light,231,8.26,17.63,298.76,18.84,317.60,18.28,0.56,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5168,Rhodymenia,nonccm,High,3,Light1,Light,241,8.55,17.58,297.93,18.79,316.72,18.22,0.56,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5169,Rhodymenia,nonccm,High,3,Light1,Light,252,8.62,17.80,301.75,19.03,320.77,18.46,0.56,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5170,Rhodymenia,nonccm,High,3,Light1,Light,262,8.96,17.42,295.17,18.61,313.78,18.04,0.57,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,Rhodymenia,nonccm,High,3,Light1,Light,272,8.64,17.02,284.93,18.21,303.15,17.66,0.55,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5172,Rhodymenia,nonccm,High,3,Light1,Light,283,8.55,17.13,286.67,18.32,304.99,17.77,0.55,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5173,Rhodymenia,nonccm,High,3,Light1,Light,293,8.95,16.97,283.98,18.15,302.13,17.60,0.56,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5174,Rhodymenia,nonccm,High,3,Light1,Light,303,8.55,17.14,286.89,18.34,305.23,17.78,0.55,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5175,Rhodymenia,nonccm,High,3,Light1,Light,314,8.96,16.89,279.02,18.09,297.11,17.53,0.56,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5176,Rhodymenia,nonccm,High,3,Light1,Light,325,9.27,16.79,277.45,17.98,295.43,17.43,0.56,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177,Rhodymenia,nonccm,High,3,Light1,Light,335,9.49,16.81,277.68,18.00,295.68,17.43,0.57,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178,Rhodymenia,nonccm,High,3,Light1,Light,345,9.40,16.64,274.89,17.82,292.71,17.27,0.55,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5179,Rhodymenia,nonccm,High,3,Light1,Light,355,9.31,16.65,271.55,17.86,289.41,17.30,0.56,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5180,Rhodymenia,nonccm,High,3,Light1,Light,365,9.41,16.54,269.68,17.73,287.42,17.18,0.56,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5181,Rhodymenia,nonccm,High,3,Light1,Light,375,9.67,16.16,263.43,17.32,280.75,16.77,0.55,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5182,Rhodymenia,nonccm,High,3,Light1,Light,386,9.37,16.23,264.64,17.40,282.04,16.86,0.55,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5183,Rhodymenia,nonccm,High,3,Light1,Light,396,10.07,16.08,262.22,17.24,279.47,16.68,0.56,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5184,Rhodymenia,nonccm,High,3,Light1,Light,407,10.02,16.11,259.15,17.29,276.44,16.74,0.55,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5185,Rhodymenia,nonccm,High,3,Light1,Light,417,9.66,15.77,253.66,16.93,270.59,16.38,0.55,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186,Rhodymenia,nonccm,High,3,Light1,Light,427,9.76,15.73,253.07,16.89,269.96,16.34,0.54,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187,Rhodymenia,nonccm,High,3,Light1,Light,438,9.82,15.67,252.14,16.83,268.97,16.28,0.54,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5188,Rhodymenia,nonccm,High,3,Light1,Light,447,9.83,15.61,251.10,16.76,267.86,16.21,0.54,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5189,Rhodymenia,nonccm,High,3,Light1,Light,458,9.90,15.61,247.66,16.78,264.44,16.23,0.55,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5190,Rhodymenia,nonccm,High,3,Light1,Light,468,9.92,15.49,245.74,16.65,262.38,16.10,0.54,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5191,Rhodymenia,nonccm,High,3,Light1,Light,478,10.37,15.28,242.47,16.42,258.89,15.88,0.54,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5192,Rhodymenia,nonccm,High,3,Light1,Light,488,10.24,15.25,241.93,16.39,258.31,15.84,0.54,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5193,Rhodymenia,nonccm,High,3,Light1,Light,498,10.68,15.16,237.22,16.32,253.53,15.77,0.55,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5194,Rhodymenia,nonccm,High,3,Light1,Light,509,10.97,14.87,232.66,16.00,248.66,15.46,0.54,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5195,Rhodymenia,nonccm,High,3,Light1,Light,520,10.12,14.94,233.79,16.08,249.87,15.55,0.53,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5196,Rhodymenia,nonccm,High,3,Light1,Light,530,10.61,14.67,229.56,15.79,245.35,15.25,0.54,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5197,Rhodymenia,nonccm,High,3,Light1,Light,541,10.22,14.55,227.65,15.66,243.31,15.13,0.53,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5198,Rhodymenia,nonccm,High,3,Light1,Light,551,10.02,14.39,221.94,15.50,237.45,14.98,0.53,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5199,Rhodymenia,nonccm,High,3,Light1,Light,561,10.58,14.47,223.21,15.59,238.81,15.07,0.53,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5200,Rhodymenia,nonccm,High,3,Light1,Light,572,10.73,14.51,223.73,15.63,239.36,15.09,0.53,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5201,Rhodymenia,nonccm,High,3,Light1,Light,582,10.53,14.21,219.11,15.31,234.42,14.78,0.52,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5202,Rhodymenia,nonccm,High,3,Light1,Light,592,10.86,14.02,213.12,15.13,228.25,14.60,0.53,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5203,Rhodymenia,nonccm,High,3,Light1,Light,603,10.87,13.88,211.00,14.98,225.98,14.45,0.52,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4910,Rhodymenia,nonccm,High,4,Dark1,Dark,194,11.25,23.16,392.99,24.75,417.74,24.03,0.72,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4911,Rhodymenia,nonccm,High,4,Dark1,Dark,209,11.26,23.31,395.38,24.91,420.29,24.22,0.69,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4912,Rhodymenia,nonccm,High,4,Dark1,Dark,222,11.26,23.29,394.94,24.89,419.83,24.18,0.71,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4913,Rhodymenia,nonccm,High,4,Dark1,Dark,236,11.13,23.26,394.44,24.85,419.29,24.18,0.68,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4914,Rhodymenia,nonccm,High,4,Dark1,Dark,249,10.98,23.33,398.42,24.91,423.33,24.25,0.66,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4915,Rhodymenia,nonccm,High,4,Dark1,Dark,263,10.86,23.27,397.69,24.86,422.55,24.15,0.71,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4916,Rhodymenia,nonccm,High,4,Dark1,Dark,277,10.58,23.31,398.33,24.90,423.23,24.23,0.67,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4917,Rhodymenia,nonccm,High,4,Dark1,Dark,290,10.96,23.48,401.09,25.08,426.17,24.38,0.70,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4918,Rhodymenia,nonccm,High,4,Dark1,Dark,304,10.70,23.25,397.10,24.83,421.93,24.17,0.66,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4919,Rhodymenia,nonccm,High,4,Dark1,Dark,317,11.09,23.36,398.88,24.95,423.83,24.27,0.68,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4920,Rhodymenia,nonccm,High,4,Dark1,Dark,330,10.84,23.34,398.59,24.93,423.52,24.26,0.67,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921,Rhodymenia,nonccm,High,4,Dark1,Dark,344,10.67,23.58,405.47,25.17,430.63,24.47,0.69,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4922,Rhodymenia,nonccm,High,4,Dark1,Dark,357,10.78,23.76,408.50,25.37,433.87,24.65,0.71,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4923,Rhodymenia,nonccm,High,4,Dark1,Dark,371,10.48,23.61,405.90,25.20,431.10,24.49,0.71,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4924,Rhodymenia,nonccm,High,4,Dark1,Dark,384,10.73,23.76,408.59,25.36,433.95,24.64,0.72,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4925,Rhodymenia,nonccm,High,4,Dark1,Dark,398,10.81,23.68,407.26,25.28,432.54,24.58,0.70,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4926,Rhodymenia,nonccm,High,4,Dark1,Dark,412,10.97,23.91,413.24,25.51,438.75,24.81,0.70,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4927,Rhodymenia,nonccm,High,4,Dark1,Dark,426,10.75,23.80,411.26,25.40,436.66,24.71,0.68,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4928,Rhodymenia,nonccm,High,4,Dark1,Dark,439,10.60,23.87,415.39,25.46,440.85,24.78,0.68,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4929,Rhodymenia,nonccm,High,4,Dark1,Dark,453,10.47,24.16,420.30,25.76,446.06,25.07,0.70,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4930,Rhodymenia,nonccm,High,4,Dark1,Dark,467,10.44,23.97,417.14,25.57,442.70,24.86,0.71,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4931,Rhodymenia,nonccm,High,4,Dark1,Dark,480,10.05,24.03,418.25,25.62,443.87,24.92,0.71,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4932,Rhodymenia,nonccm,High,4,Dark1,Dark,494,10.16,24.13,419.99,25.73,445.72,25.02,0.71,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4933,Rhodymenia,nonccm,High,4,Dark1,Dark,508,10.38,24.24,421.84,25.85,447.70,25.13,0.72,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4934,Rhodymenia,nonccm,High,4,Dark1,Dark,522,10.32,24.23,421.63,25.84,447.47,25.09,0.75,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4935,Rhodymenia,nonccm,High,4,Dark1,Dark,535,9.90,24.19,421.02,25.80,446.82,25.10,0.70,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4936,Rhodymenia,nonccm,High,4,Dark1,Dark,549,10.04,24.54,427.04,26.17,453.21,25.44,0.73,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4937,Rhodymenia,nonccm,High,4,Dark1,Dark,563,9.78,24.40,426.63,26.00,452.63,25.27,0.73,31,12,7.92,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.20E-08,1.50E-02,4.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4938,Rhodymenia,nonccm,High,4,Dark1,Dark,577,9.76,24.59,429.97,26.22,456.19,25.47,0.75,31,12,7.92,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.20E-08,1.50E-02,4.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4939,Rhodymenia,nonccm,High,4,Dark1,Dark,591,9.95,24.63,430.77,26.26,457.03,25.53,0.72,31,12,7.92,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.20E-08,1.50E-02,4.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4940,Rhodymenia,nonccm,High,4,Dark1,Dark,604,9.71,24.67,431.19,26.30,457.48,25.58,0.72,31,12,7.92,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.20E-08,1.50E-02,4.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4941,Rhodymenia,nonccm,High,4,Dark1,Dark,617,9.76,24.84,434.32,26.48,460.81,25.73,0.75,31,12,7.92,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.20E-08,1.50E-02,4.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
