number,genus,metabolism,treatment,rep,run1,run2,seconds,O2_mM,HCO3_mM,CO2_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH
2838,Odonthalia,non,Low,3,Dark2,Dark,563,8.665726608,21.13498769,22.66165465,22.05992593,0.601728727,31,12,8.01
2839,Odonthalia,non,Low,3,Dark2,Dark,573,8.729171198,21.260401,22.79612714,22.19323813,0.602889009,31,12,8.01
2840,Odonthalia,non,Low,3,Dark2,Dark,583,8.693629602,21.2327964,22.76652965,22.1608155,0.605714155,31,12,8.01
2841,Odonthalia,non,Low,3,Dark2,Dark,593,8.49376336,21.06852595,22.59039399,21.99318359,0.597210393,31,12,8.01
2842,Odonthalia,non,Low,3,Dark2,Dark,604,8.243646478,21.24888382,22.78377965,22.19134106,0.592438593,31,12,8.01
2843,Odonthalia,non,Low,3,Dark2,Dark,614,8.882637665,21.28106882,22.81828951,22.21427835,0.604011165,31,12,8.01
2844,Odonthalia,non,Low,3,Dark2,Dark,624,8.42432152,21.27178417,22.80833353,22.21238128,0.595952254,31,12,8.01
2845,Odonthalia,non,Low,3,Dark2,Dark,634,8.233230202,21.50958714,23.06331422,22.4657262,0.597588025,31,12,8.01
2846,Odonthalia,non,Low,3,Dark2,Dark,645,8.531766985,21.52976587,23.05877173,22.46003499,0.59873674,31,12,8
2847,Hymenena,ccm,High,3,Dark1,Dark,270,9.734373398,20.83562683,22.31533359,21.68258169,0.632751906,31,12,8
2848,Hymenena,ccm,High,3,Dark1,Dark,280,9.703692731,20.31818831,21.76114895,21.13363895,0.627510009,31,12,8
2849,Hymenena,ccm,High,3,Dark1,Dark,291,10.02666042,20.5773432,22.03870859,21.39853874,0.640169849,31,12,8
2850,Hymenena,ccm,High,3,Dark1,Dark,301,10.22898869,20.73441732,22.20693842,21.56444603,0.642492382,31,12,8
2851,Hymenena,ccm,High,3,Dark1,Dark,311,9.728818051,20.46912281,21.9228022,21.2860943,0.6367079,31,12,8
2852,Hymenena,ccm,High,3,Dark1,Dark,322,10.06226514,20.95362136,22.44170901,21.7969232,0.64478581,31,12,8
2853,Hymenena,ccm,High,3,Dark1,Dark,332,9.87319395,20.82415091,22.30304271,21.66154147,0.641501246,31,12,8
2854,Hymenena,ccm,High,3,Dark1,Dark,342,10.25196762,20.7894888,22.26592154,21.61394229,0.651979257,31,12,8
2855,Hymenena,ccm,High,3,Dark1,Dark,352,10.12640415,20.77697348,22.25251602,21.60635401,0.646162008,31,12,8
2856,Hymenena,ccm,High,3,Dark1,Dark,362,9.604643415,20.78045854,22.25624895,21.61963349,0.636615454,31,12,8
2857,Hymenena,ccm,High,3,Dark1,Dark,372,10.0608763,20.70332179,22.17363278,21.52046853,0.65316425,31,12,8
2858,Hymenena,ccm,High,3,Dark1,Dark,382,9.81391587,20.96483063,22.45371408,21.81589389,0.637820196,31,12,8
2859,Hymenena,ccm,High,3,Dark1,Dark,393,9.889228702,20.79025646,22.26674323,21.6253247,0.641418528,31,12,8
2860,Hymenena,ccm,High,3,Dark1,Dark,403,9.874582786,20.84611089,22.32656326,21.68068462,0.645878642,31,12,8
2861,Hymenena,ccm,High,3,Dark1,Dark,414,9.716255391,20.78030569,22.2560853,21.61963349,0.636451809,31,12,8
2862,Hymenena,ccm,High,3,Dark1,Dark,424,9.786012876,20.76304172,22.23759429,21.591005,0.646589291,31,12,8
2863,Hymenena,ccm,High,3,Dark1,Dark,434,9.162362023,20.59818225,22.06102764,21.43096137,0.630066269,31,12,8
2864,Hymenena,ccm,High,3,Dark1,Dark,444,9.443475217,20.6906791,22.16009264,21.52340036,0.636692278,31,12,8
2865,Hymenena,ccm,High,3,Dark1,Dark,454,9.237737984,20.67133971,22.13938002,21.50718905,0.632190971,31,12,8
2866,Hymenena,ccm,High,3,Dark1,Dark,464,9.387669229,20.63005733,22.09516485,21.45958987,0.635574981,31,12,8
2867,Hymenena,ccm,High,3,Dark1,Dark,474,9.034715295,20.67025955,22.13822373,21.51288025,0.625343474,31,12,8
2868,Hymenena,ccm,High,3,Dark1,Dark,485,9.127514845,20.71008472,22.18087778,21.54719995,0.63367783,31,12,8
2869,Hymenena,ccm,High,3,Dark1,Dark,495,9.249543096,20.80957037,22.28742714,21.6596444,0.627782739,31,12,8
2870,Hymenena,ccm,High,3,Dark1,Dark,506,9.156112257,20.68110366,22.14983684,21.51667439,0.633162449,31,12,8
2871,Hymenena,ccm,High,3,Dark1,Dark,516,9.088438027,20.73596284,22.20859244,21.58151965,0.627072783,31,12,8
2872,Hymenena,ccm,High,3,Dark1,Dark,526,9.109333708,20.99566121,22.4867341,21.85211066,0.634623444,31,12,8
2873,Hymenena,ccm,High,3,Dark1,Dark,536,9.292155135,20.88156954,22.36453975,21.73018087,0.634358879,31,12,8
2874,Hymenena,ccm,High,3,Dark1,Dark,546,8.853345834,20.96055582,22.44913592,21.81589389,0.633242037,31,12,8
2875,Hymenena,ccm,High,3,Dark1,Dark,557,9.107944872,21.13266055,22.63346261,21.99697773,0.636484879,31,12,8
2876,Hymenena,ccm,High,3,Dark1,Dark,567,9.01167323,21.40085079,22.92070037,22.28274529,0.637955088,31,12,8
2877,Hymenena,ccm,High,3,Dark1,Dark,577,9.619289331,20.94613493,22.43369101,21.78536833,0.648322683,31,12,8
2878,Hymenena,ccm,High,3,Dark1,Dark,587,8.854734671,21.0556274,22.55095907,21.92454419,0.626414874,31,12,8
2879,Hymenena,ccm,High,3,Dark1,Dark,598,8.983075817,21.2221275,22.72928475,22.09027903,0.639005719,31,12,8
2880,Hymenena,ccm,High,3,Dark1,Dark,608,9.08288268,21.23349822,22.71644259,22.07320541,0.643237186,31,12,7.99
2881,Hymenena,ccm,High,3,Dark1,Dark,618,9.263557722,21.42128513,22.91734277,22.27325994,0.644082831,31,12,7.99
2882,Hymenena,ccm,High,3,Dark1,Dark,629,8.951700731,21.69362862,23.2087083,22.5686853,0.640023,31,12,7.99
2883,Hymenena,ccm,High,3,Dark1,Dark,639,9.368162385,21.66121685,23.17403288,22.51918905,0.654843835,31,12,7.99
2884,Hymenena,ccm,High,3,Dark1,Dark,649,9.136542284,21.41332969,22.90883185,22.2637746,0.645057252,31,12,7.99
2885,Hymenena,ccm,High,3,Dark1,Dark,659,9.161667604,21.83604111,23.36106685,22.71165531,0.649411545,31,12,7.99
2886,Hymenena,ccm,High,3,Dark1,Dark,669,9.116341021,21.67550401,23.18931796,22.53815974,0.651158228,31,12,7.99
2887,Hymenena,ccm,High,3,Dark1,Dark,679,9.213307082,21.59160204,23.09955588,22.44951488,0.650040993,31,12,7.99
2888,Hymenena,ccm,High,3,Dark1,Dark,689,9.089132446,21.63317982,23.1440373,22.49625176,0.647785539,31,12,7.99
2889,Hymenena,ccm,High,3,Light1,Light,318,11.46644228,19.77700489,21.2055806,20.56762259,0.63795801,31,12,8.01
2890,Hymenena,ccm,High,3,Light1,Light,328,11.3332402,19.49145029,20.89939871,20.27426676,0.625131952,31,12,8.01
2891,Hymenena,ccm,High,3,Light1,Light,338,11.39390712,19.32713065,20.72320947,20.09887412,0.624335351,31,12,8.01
2892,Hymenena,ccm,High,3,Light1,Light,348,11.89546659,19.13686214,20.51919841,19.88347057,0.635727838,31,12,8.01
2893,Hymenena,ccm,High,3,Light1,Light,359,11.55507532,19.11666932,20.49754607,19.87398523,0.623560836,31,12,8.01
2894,Hymenena,ccm,High,3,Light1,Light,369,11.59270017,19.10874182,20.48904556,19.86829402,0.620751535,31,12,8.01
2895,Hymenena,ccm,High,3,Light1,Light,379,12.12007938,18.79714552,20.17851827,19.55010384,0.62841443,31,12,8.02
2896,Hymenena,ccm,High,3,Light1,Light,389,12.2243684,18.83356806,20.21761749,19.59011475,0.627502746,31,12,8.02
2897,Hymenena,ccm,High,3,Light1,Light,399,12.10821114,18.64746489,20.01783781,19.39385435,0.623983458,31,12,8.02
2898,Hymenena,ccm,High,3,Light1,Light,409,11.82501469,18.45308933,19.80917873,19.19552443,0.613654306,31,12,8.02
2899,Hymenena,ccm,High,3,Light1,Light,419,12.00360648,18.20229109,19.56348806,18.94787071,0.615617348,31,12,8.03
2900,Hymenena,ccm,High,3,Light1,Light,430,12.21079567,18.26742922,19.63349743,19.01840718,0.615090247,31,12,8.03
2901,Hymenena,ccm,High,3,Light1,Light,440,12.16755235,18.11275324,19.46725383,18.85456942,0.612684413,31,12,8.03
2902,Hymenena,ccm,High,3,Light1,Light,451,12.41444965,18.13461263,19.49074739,18.87733424,0.613413151,31,12,8.03
2903,Hymenena,ccm,High,3,Light1,Light,461,12.81348772,17.89323403,19.25516968,18.63537173,0.61979795,31,12,8.04
2904,Hymenena,ccm,High,3,Light1,Light,472,12.40750547,17.84201701,19.20005488,18.58966962,0.610385259,31,12,8.04
2905,Hymenena,ccm,High,3,Light1,Light,482,12.65724358,17.61976726,18.96088785,18.35512293,0.605764924,31,12,8.04
2906,Hymenena,ccm,High,3,Light1,Light,493,12.68375773,17.45780649,18.81057266,18.19887344,0.611699224,31,12,8.05
2907,Hymenena,ccm,High,3,Light1,Light,503,12.4367973,17.5278523,18.88604709,18.28475892,0.601288168,31,12,8.05
2908,Hymenena,ccm,High,3,Light1,Light,513,13.02938871,17.51430975,18.87145411,18.25992456,0.611529551,31,12,8.05
2909,Hymenena,ccm,High,3,Light1,Light,523,12.630035,17.33537656,18.67865519,18.07314951,0.605505676,31,12,8.05
2910,Hymenena,ccm,High,3,Light1,Light,534,13.04365585,17.29733519,18.63766609,18.02175619,0.615909896,31,12,8.05
2911,Hymenena,ccm,High,3,Light1,Light,544,13.13367773,17.1115784,18.43751697,17.82928993,0.608227039,31,12,8.05
2912,Hymenena,ccm,High,3,Light1,Light,554,13.06530908,16.8504629,18.17999988,17.57577255,0.604227331,31,12,8.06
2913,Hymenena,ccm,High,3,Light1,Light,564,13.03948934,16.86428442,18.19491282,17.59474324,0.600169578,31,12,8.06
2914,Hymenena,ccm,High,3,Light1,Light,574,13.46920808,16.88353307,18.21567849,17.60819518,0.607483303,31,12,8.06
2915,Hymenena,ccm,High,3,Light1,Light,584,13.46504157,16.5459577,17.85146927,17.24706226,0.604407016,31,12,8.06
2916,Hymenena,ccm,High,3,Light1,Light,594,13.19996312,16.40855169,17.70322169,17.10892115,0.594300531,31,12,8.06
2917,Hymenena,ccm,High,3,Light1,Light,604,13.33808926,16.29827222,17.60797059,17.0154474,0.592523194,31,12,8.07
2918,Hymenena,ccm,High,3,Light1,Light,614,13.34642228,16.53915116,17.86820827,17.27275892,0.595449348,31,12,8.07
2919,Hymenena,ccm,High,3,Light1,Light,624,13.6108063,16.38173616,17.69814246,17.09546921,0.60267325,31,12,8.07
2920,Hymenena,ccm,High,3,Light1,Light,635,13.9547328,16.22860614,17.5327064,16.93352852,0.599177888,31,12,8.07
2921,Hymenena,ccm,High,3,Dark2,Dark,330,12.58609726,15.89568725,17.22137487,16.63241195,0.588962914,31,12,8.09
2922,Hymenena,ccm,High,3,Dark2,Dark,340,12.32240765,15.8255871,17.14542799,16.55997841,0.585449573,31,12,8.09
2923,Hymenena,ccm,High,3,Dark2,Dark,350,12.40681105,15.875449,17.19944913,16.61344126,0.586007864,31,12,8.09
2924,Hymenena,ccm,High,3,Dark2,Dark,360,12.07405838,16.14517978,17.49167452,16.90490002,0.586774498,31,12,8.09
2925,Hymenena,ccm,High,3,Dark2,Dark,370,12.41375523,15.88671822,17.21165859,16.62482368,0.586834918,31,12,8.09
2926,Hymenena,ccm,High,3,Dark2,Dark,381,12.12778111,16.08160576,17.422798,16.84022722,0.582570783,31,12,8.09
2927,Hymenena,ccm,High,3,Dark2,Dark,391,12.00777299,15.94375098,17.27344612,16.68966894,0.583777183,31,12,8.09
2928,Hymenena,ccm,High,3,Dark2,Dark,401,12.10057254,16.06242023,17.4020143,16.81539287,0.58662143,31,12,8.09
2929,Hymenena,ccm,High,3,Dark2,Dark,411,12.4228458,16.19316628,17.54366336,16.94887753,0.594785837,31,12,8.09
2930,Hymenena,ccm,High,3,Dark2,Dark,421,12.03359272,16.19521965,17.54588805,16.95836287,0.587525179,31,12,8.09
2931,Hymenena,ccm,High,3,Dark2,Dark,431,12.27215701,16.13664392,17.48242681,16.89351761,0.588909205,31,12,8.09
2932,Hymenena,ccm,High,3,Dark2,Dark,441,12.42215138,16.1504299,17.49736149,16.90300295,0.594358534,31,12,8.09
2933,Hymenena,ccm,High,3,Dark2,Dark,451,12.11452403,16.07306487,17.4135458,16.82298114,0.590564663,31,12,8.09
2934,Hymenena,ccm,High,3,Dark2,Dark,461,11.59831864,16.24344792,17.59813845,17.0211386,0.576999845,31,12,8.09
2935,Hymenena,ccm,High,3,Dark2,Dark,471,11.89754985,16.20350031,17.55485994,16.97353942,0.581320513,31,12,8.09
2936,Hymenena,ccm,High,3,Dark2,Dark,482,11.79988937,16.18153105,17.53105773,16.946808,0.584249734,31,12,8.09
2937,Hymenena,ccm,High,3,Dark2,Dark,492,11.9840365,16.25893469,17.61491863,17.02700227,0.587916355,31,12,8.09
2938,Hymenena,ccm,High,3,Dark2,Dark,502,11.83057004,16.31408198,17.674663,17.08598387,0.588679137,31,12,8.09
2939,Hymenena,ccm,High,3,Dark2,Dark,513,11.65759672,16.339431,17.70212667,17.11461236,0.587514305,31,12,8.09
2940,Hymenena,ccm,High,3,Dark2,Dark,523,11.73991687,16.35444075,17.69316657,17.10892115,0.58424542,31,12,8.08
2941,Hymenena,ccm,High,3,Dark2,Dark,533,11.86964685,16.69567917,18.06233731,17.46901931,0.593317993,31,12,8.08
2942,Hymenena,ccm,High,3,Dark2,Dark,543,11.26834365,16.57076937,17.92720136,17.34329539,0.583905976,31,12,8.08
2943,Hymenena,ccm,High,3,Dark2,Dark,553,11.96522408,16.59246394,17.95067441,17.3546778,0.595996608,31,12,8.08
2944,Hymenena,ccm,High,3,Dark2,Dark,563,11.11279392,16.63314441,17.99468411,17.41572893,0.578955184,31,12,8.08
2945,Hymenena,ccm,High,3,Dark2,Dark,573,11.58436715,16.79094494,18.16540123,17.57766962,0.587731609,31,12,8.08
2946,Pyropia,non,Low,3,Dark1,Dark,464,12.57214576,20.51584697,21.99779124,21.30713451,0.690656728,31,12,8.01
2947,Pyropia,non,Low,3,Dark1,Dark,474,12.54910369,20.71464013,22.21094449,21.52046853,0.690475964,31,12,8.01
2948,Pyropia,non,Low,3,Dark1,Dark,485,12.76254266,20.50199717,21.98294311,21.28988843,0.693054674,31,12,8.01
2949,Pyropia,non,Low,3,Dark1,Dark,495,12.64954185,20.52792059,22.01073912,21.31661986,0.694119262,31,12,8.01
2950,Pyropia,non,Low,3,Dark1,Dark,505,12.68514657,20.47267916,21.95150535,21.25953533,0.691970013,31,12,8.01
2951,Pyropia,non,Low,3,Dark1,Dark,515,12.35100506,20.57071689,22.05662583,21.36991025,0.686715586,31,12,8.01
2952,Pyropia,non,Low,3,Dark1,Dark,525,12.77649416,20.53101152,22.01405222,21.320414,0.693638221,31,12,8.01
2953,Pyropia,non,Low,3,Dark1,Dark,536,12.54910369,20.7133678,22.20958161,21.51667439,0.692907216,31,12,8.01
2954,Pyropia,non,Low,3,Dark1,Dark,546,12.60907619,20.69777405,22.19285987,21.4977037,0.695156163,31,12,8.01
2955,Pyropia,non,Low,3,Dark1,Dark,557,12.04962748,20.56852507,22.05427502,21.37387685,0.680398178,31,12,8.01
2956,Pyropia,non,Low,3,Dark1,Dark,567,12.74442465,20.53696775,22.02043968,21.32231107,0.698128611,31,12,8.01
2957,Pyropia,non,Low,3,Dark1,Dark,577,12.21010126,20.45482914,21.93236692,21.24798046,0.684386458,31,12,8.01
2958,Pyropia,non,Low,3,Dark1,Dark,587,12.2435596,20.51548393,21.99740197,21.31661986,0.680782108,31,12,8.01
2959,Pyropia,non,Low,3,Dark1,Dark,597,12.32171323,20.82665829,22.33105443,21.63670711,0.69434732,31,12,8.01
2960,Pyropia,non,Low,3,Dark1,Dark,607,12.73186199,20.65977701,22.15211886,21.46148693,0.690631928,31,12,8.01
2961,Pyropia,non,Low,3,Dark1,Dark,617,12.58325645,20.62225667,22.11188979,21.42147603,0.690413759,31,12,8.01
2962,Pyropia,non,Low,3,Dark1,Dark,627,12.07582599,20.71371896,22.20995671,21.52443513,0.685521577,31,12,8.01
2963,Pyropia,non,Low,3,Dark1,Dark,638,12.63142384,20.56618398,22.05176535,21.3604249,0.691340446,31,12,8.01
2964,Pyropia,non,Low,3,Dark1,Dark,648,12.08662104,20.69755521,22.19262496,21.50529198,0.687332983,31,12,8.01
2965,Pyropia,non,Low,3,Dark1,Dark,658,12.34608101,20.78143947,22.28257003,21.591005,0.691565035,31,12,8.01
2966,Pyropia,non,Low,3,Dark1,Dark,668,12.06219014,20.82269708,22.32680656,21.64067371,0.68613285,31,12,8.01
2967,Pyropia,non,Low,3,Dark1,Dark,678,12.09425964,20.70444618,22.20001407,21.51477732,0.68523675,31,12,8.01
2968,Pyropia,non,Low,3,Dark1,Dark,688,12.18844803,20.92167464,22.43293352,21.74828925,0.684644264,31,12,8.01
2969,Pyropia,non,Low,3,Dark1,Dark,698,12.20656604,20.85101249,22.35716857,21.66723267,0.689935898,31,12,8.01
2970,Pyropia,non,Low,3,Dark1,Dark,708,12.30006,20.68809921,22.18248655,21.49960077,0.682885778,31,12,8.01
2971,Pyropia,non,Low,3,Dark1,Dark,718,12.06357897,20.9100387,22.42045873,21.73776914,0.682689587,31,12,8.01
2972,Pyropia,non,Low,3,Dark1,Dark,728,12.00360648,20.84614199,22.35194517,21.67102681,0.680918363,31,12,8.01
2973,Pyropia,non,Low,3,Dark1,Dark,737,11.69105507,20.91467509,22.42542802,21.75104863,0.67437939,31,12,8.01
2974,Pyropia,non,Low,3,Dark1,Dark,747,11.70084005,21.10817703,22.63290862,21.94558441,0.687324212,31,12,8.01
2975,Pyropia,non,Low,3,Light1,Light,320,10.81211076,19.89246344,21.32937752,20.71059259,0.618784926,31,12,8.01
2976,Pyropia,non,Low,3,Light1,Light,330,11.11973811,19.74878787,21.17532463,20.5486519,0.626672734,31,12,8.01
2977,Pyropia,non,Low,3,Light1,Light,340,11.08697419,19.90649476,21.3444236,20.72197501,0.622448596,31,12,8.01
2978,Pyropia,non,Low,3,Light1,Light,351,11.4455466,19.66040802,21.08056109,20.45328107,0.627280013,31,12,8.01
2979,Pyropia,non,Low,3,Light1,Light,361,11.54529033,19.77807365,21.20672554,20.57728039,0.629445151,31,12,8.01
2980,Pyropia,non,Low,3,Light1,Light,372,11.50760235,19.6477152,21.0669516,20.44189866,0.625052943,31,12,8.01
2981,Pyropia,non,Low,3,Light1,Light,382,11.45880368,19.70561157,21.12902979,20.50105272,0.627977072,31,12,8.01
2982,Pyropia,non,Low,3,Light1,Light,392,11.64364523,19.72080895,21.17006136,20.53916655,0.630894807,31,12,8.02
2983,Pyropia,non,Low,3,Light1,Light,402,11.10723858,19.60947239,21.05054253,20.43241332,0.61812922,31,12,8.02
2984,Pyropia,non,Low,3,Light1,Light,413,11.76295893,19.81334373,21.26939605,20.63815905,0.631237,31,12,8.02
2985,Pyropia,non,Low,3,Light1,Light,423,11.76226452,19.74223378,21.19305993,20.56193138,0.631128555,31,12,8.02
2986,Pyropia,non,Low,3,Light1,Light,433,12.14798237,19.5434272,20.97964378,20.34083663,0.63880715,31,12,8.02
2987,Pyropia,non,Low,3,Light1,Light,444,11.84805675,19.5850348,21.02430933,20.39240241,0.63190692,31,12,8.02
2988,Pyropia,non,Low,3,Light1,Light,455,11.57041565,19.4200972,20.8472509,20.22666758,0.620583322,31,12,8.02
2989,Pyropia,non,Low,3,Light1,Light,465,11.54529033,19.25012365,20.66478524,20.04368666,0.621098583,31,12,8.02
2990,Pyropia,non,Low,3,Light1,Light,475,11.62969373,19.48430898,20.91618073,20.29892865,0.617252079,31,12,8.02
2991,Pyropia,non,Low,3,Light1,Light,486,11.78385462,19.36448653,20.78755094,20.16371938,0.623831555,31,12,8.02
2992,Pyropia,non,Low,3,Light1,Light,496,11.92475842,19.42947607,20.85731806,20.23425585,0.623062208,31,12,8.02
2993,Pyropia,non,Low,3,Light1,Light,506,11.78246578,19.19171711,20.60208702,19.98073847,0.621348547,31,12,8.02
2994,Pyropia,non,Low,3,Light1,Light,517,12.09148197,19.47712445,20.90846754,20.28185503,0.626612506,31,12,8.02
2995,Pyropia,non,Low,3,Light1,Light,527,11.97153697,19.359598,20.78230553,20.15992524,0.622380287,31,12,8.02
2996,Pyropia,non,Low,3,Light1,Light,537,11.91080693,18.91907419,20.30940749,19.68721018,0.622197312,31,12,8.02
2997,Pyropia,non,Low,3,Light1,Light,547,11.82084818,19.17495376,20.58409176,19.9740125,0.610079266,31,12,8.02
2998,Pyropia,non,Low,3,Light1,Light,557,12.21149009,19.23389067,20.64735894,20.02264644,0.624712495,31,12,8.02
2999,Pyropia,non,Low,3,Light1,Light,567,11.99382149,19.0087199,20.40564149,19.78447807,0.621163413,31,12,8.02
3000,Pyropia,non,Low,3,Light1,Light,577,11.95057816,19.01438958,20.41172835,19.79206635,0.619662,31,12,8.02
3001,Pyropia,non,Low,3,Light1,Light,587,12.01547472,19.0706289,20.47209992,19.85311747,0.618982448,31,12,8.02
3002,Pyropia,non,Low,3,Light1,Light,598,12.04198887,18.97538637,20.36985836,19.75015837,0.619699991,31,12,8.02
3003,Pyropia,non,Low,3,Light1,Light,608,11.55084568,18.86146772,20.27195985,19.66065122,0.611308638,31,12,8.03
3004,Pyropia,non,Low,3,Light1,Light,618,12.20239952,19.07985511,20.50667697,19.8855401,0.621136867,31,12,8.03
3005,Pyropia,non,Low,3,Light1,Light,629,12.08800988,18.88715368,20.2995648,19.6796219,0.619942894,31,12,8.03
3006,Pyropia,non,Low,3,Light1,Light,640,12.24772611,18.88082908,20.29276764,19.67013656,0.622631084,31,12,8.03
3007,Pyropia,non,Low,3,Light1,Light,650,11.77829927,18.75027019,20.15244416,19.54251556,0.609928597,31,12,8.03
3008,Pyropia,non,Low,3,Dark2,Dark,196,11.38904619,19.04582041,20.47009628,19.86260282,0.607493458,31,12,8.03
3009,Pyropia,non,Low,3,Dark2,Dark,207,11.67015938,19.12280891,20.55284382,19.93693342,0.615910392,31,12,8.03
3010,Pyropia,non,Low,3,Dark2,Dark,217,11.40091443,19.16174319,20.59468822,19.98453261,0.610155612,31,12,8.03
3011,Pyropia,non,Low,3,Dark2,Dark,228,11.4455466,18.89278946,20.30562119,19.69497092,0.61065027,31,12,8.03
3012,Pyropia,non,Low,3,Dark2,Dark,239,11.45179636,18.82614338,20.23399206,19.62443445,0.609557617,31,12,8.03
3013,Pyropia,non,Low,3,Dark2,Dark,249,11.32206638,19.16529898,20.59850988,19.98832674,0.610183132,31,12,8.03
3014,Pyropia,non,Low,3,Dark2,Dark,259,11.84736234,19.09544237,20.52343013,19.910202,0.613228134,31,12,8.03
3015,Pyropia,non,Low,3,Dark2,Dark,269,11.22579474,19.03140093,20.45459983,19.8455292,0.609070635,31,12,8.03
3016,Pyropia,non,Low,3,Dark2,Dark,279,11.17068317,19.07389608,20.50027222,19.89502545,0.60524677,31,12,8.03
3017,Pyropia,non,Low,3,Dark2,Dark,290,11.06399525,19.20206019,20.63802065,20.03023472,0.607785928,31,12,8.03
3018,Pyropia,non,Low,3,Dark2,Dark,301,11.56549159,19.22462871,20.66227746,20.04937787,0.612899595,31,12,8.03
3019,Pyropia,non,Low,3,Dark2,Dark,311,11.53619976,19.26798868,20.70887912,20.09507998,0.613799142,31,12,8.03
3020,Pyropia,non,Low,3,Dark2,Dark,322,11.21746172,19.0868093,20.51414996,19.90640786,0.607742095,31,12,8.03
3021,Pyropia,non,Low,3,Dark2,Dark,332,10.52821989,18.91441191,20.32886112,19.73687889,0.591982225,31,12,8.03
3022,Pyropia,non,Low,3,Dark2,Dark,343,10.51635165,18.93317077,20.34902476,19.76154079,0.587483975,31,12,8.03
3023,Pyropia,non,Low,3,Dark2,Dark,353,10.8547228,18.72326921,20.12342416,19.52906362,0.594360534,31,12,8.03
3024,Pyropia,non,Low,3,Dark2,Dark,363,10.67051253,19.2009178,20.63679298,20.04178959,0.595003388,31,12,8.03
3025,Pyropia,non,Low,3,Dark2,Dark,374,10.92725795,19.23177413,20.66995606,20.06455442,0.605401645,31,12,8.03
3026,Pyropia,non,Low,3,Dark2,Dark,384,11.33462904,19.27732073,20.71891086,20.10835946,0.610551393,31,12,8.03
