number,genus,metabolism,treatment,rep,run1,run2,seconds,gas_id,gas_mM
4770,Osmundea,ccm,High,5,Dark2,Dark,844,CO2,20.84817422
4771,Osmundea,ccm,High,5,Dark2,Dark,858,CO2,20.82137558
4772,Osmundea,ccm,High,5,Dark2,Dark,872,CO2,20.65253203
4773,Osmundea,ccm,High,5,Dark2,Dark,886,CO2,20.77953464
4774,Osmundea,ccm,High,5,Dark2,Dark,900,CO2,21.24173512
4775,Osmundea,ccm,High,5,Dark2,Dark,914,CO2,20.79232619
4776,Plocamium,nonccm,Low,5,Dark1,Dark,561,CO2,28.6693421
4777,Plocamium,nonccm,Low,5,Dark1,Dark,576,CO2,29.09462034
4778,Plocamium,nonccm,Low,5,Dark1,Dark,590,CO2,29.12596598
4779,Plocamium,nonccm,Low,5,Dark1,Dark,603,CO2,29.13462609
4780,Plocamium,nonccm,Low,5,Dark1,Dark,618,CO2,29.36200775
4781,Plocamium,nonccm,Low,5,Dark1,Dark,632,CO2,29.01053277
4782,Plocamium,nonccm,Low,5,Dark1,Dark,646,CO2,29.03440591
4783,Plocamium,nonccm,Low,5,Dark1,Dark,660,CO2,29.28852345
4784,Plocamium,nonccm,Low,5,Dark1,Dark,674,CO2,29.23391937
4785,Plocamium,nonccm,Low,5,Dark1,Dark,688,CO2,29.2481022
4786,Plocamium,nonccm,Low,5,Dark1,Dark,702,CO2,28.70424643
4787,Plocamium,nonccm,Low,5,Dark1,Dark,715,CO2,29.12951803
4788,Plocamium,nonccm,Low,5,Dark1,Dark,729,CO2,29.49199513
4789,Plocamium,nonccm,Low,5,Dark1,Dark,744,CO2,29.44327566
4790,Plocamium,nonccm,Low,5,Dark1,Dark,758,CO2,29.25946114
4791,Plocamium,nonccm,Low,5,Dark1,Dark,772,CO2,29.52888187
4792,Plocamium,nonccm,Low,5,Dark1,Dark,786,CO2,29.70669878
4793,Plocamium,nonccm,Low,5,Dark1,Dark,800,CO2,29.39045844
4794,Plocamium,nonccm,Low,5,Dark1,Dark,813,CO2,29.57767121
4795,Plocamium,nonccm,Low,5,Dark1,Dark,827,CO2,29.84609459
4796,Plocamium,nonccm,Low,5,Dark1,Dark,842,CO2,29.54557298
4797,Plocamium,nonccm,Low,5,Dark1,Dark,856,CO2,29.61679253
4798,Plocamium,nonccm,Low,5,Dark1,Dark,869,CO2,29.41798568
4799,Plocamium,nonccm,Low,5,Dark1,Dark,883,CO2,30.13074809
4800,Plocamium,nonccm,Low,5,Dark1,Dark,897,CO2,29.35354322
4801,Plocamium,nonccm,Low,5,Dark1,Dark,911,CO2,29.3639328
4802,Plocamium,nonccm,Low,5,Dark1,Dark,925,CO2,29.51374066
4803,Plocamium,nonccm,Low,5,Dark1,Dark,939,CO2,29.74205891
4804,Plocamium,nonccm,Low,5,Dark1,Dark,953,CO2,30.04162731
4805,Plocamium,nonccm,Low,5,Dark1,Dark,967,CO2,29.96236203
4806,Plocamium,nonccm,Low,5,Dark1,Dark,981,CO2,29.91192345
4807,Plocamium,nonccm,Low,5,Dark1,Dark,994,CO2,30.16242345
4808,Plocamium,nonccm,Low,5,Dark1,Dark,1008,CO2,29.80217036
4809,Plocamium,nonccm,Low,5,Dark1,Dark,1023,CO2,30.01505324
4810,Plocamium,nonccm,Low,5,Dark1,Dark,1037,CO2,29.5988103
4811,Plocamium,nonccm,Low,5,Dark1,Dark,1051,CO2,30.01800694
4812,Plocamium,nonccm,Low,5,Dark1,Dark,1065,CO2,29.91768233
4813,Plocamium,nonccm,Low,5,Dark1,Dark,1079,CO2,30.27149104
4814,Plocamium,nonccm,Low,5,Dark1,Dark,1093,CO2,30.42025374
4815,Plocamium,nonccm,Low,5,Light1,Light,238,CO2,29.38580921
4816,Plocamium,nonccm,Low,5,Light1,Light,253,CO2,28.80444989
4817,Plocamium,nonccm,Low,5,Light1,Light,267,CO2,29.33126887
4818,Plocamium,nonccm,Low,5,Light1,Light,281,CO2,29.21217301
4819,Plocamium,nonccm,Low,5,Light1,Light,295,CO2,29.07753034
4820,Plocamium,nonccm,Low,5,Light1,Light,309,CO2,28.74374934
4821,Plocamium,nonccm,Low,5,Light1,Light,323,CO2,28.65753633
4822,Plocamium,nonccm,Low,5,Light1,Light,337,CO2,28.70675477
4823,Plocamium,nonccm,Low,5,Light1,Light,351,CO2,28.07702497
4824,Plocamium,nonccm,Low,5,Light1,Light,365,CO2,28.59278453
4825,Plocamium,nonccm,Low,5,Light1,Light,379,CO2,27.77722245
4826,Plocamium,nonccm,Low,5,Light1,Light,393,CO2,28.09891078
4827,Plocamium,nonccm,Low,5,Light1,Light,407,CO2,28.04203423
4828,Plocamium,nonccm,Low,5,Light1,Light,421,CO2,27.48517645
4829,Plocamium,nonccm,Low,5,Light1,Light,435,CO2,27.4521455
4830,Plocamium,nonccm,Low,5,Light1,Light,449,CO2,27.30922118
4831,Plocamium,nonccm,Low,5,Light1,Light,463,CO2,27.2929657
4832,Plocamium,nonccm,Low,5,Light1,Light,477,CO2,27.88307399
4833,Plocamium,nonccm,Low,5,Light1,Light,491,CO2,27.09855086
4834,Plocamium,nonccm,Low,5,Light1,Light,505,CO2,27.14348075
4835,Plocamium,nonccm,Low,5,Light1,Light,519,CO2,26.87466199
4836,Plocamium,nonccm,Low,5,Light1,Light,533,CO2,26.95656172
4837,Plocamium,nonccm,Low,5,Light1,Light,548,CO2,26.91312562
4838,Plocamium,nonccm,Low,5,Light1,Light,562,CO2,26.84108975
4839,Plocamium,nonccm,Low,5,Light1,Light,576,CO2,26.54357595
4840,Plocamium,nonccm,Low,5,Light1,Light,590,CO2,26.79211661
4841,Plocamium,nonccm,Low,5,Light1,Light,604,CO2,26.47825847
4842,Plocamium,nonccm,Low,5,Light1,Light,618,CO2,26.19827542
4843,Plocamium,nonccm,Low,5,Light1,Light,632,CO2,26.46986466
4844,Plocamium,nonccm,Low,5,Dark2,Dark,307,CO2,26.67822647
4845,Plocamium,nonccm,Low,5,Dark2,Dark,321,CO2,26.49312261
4846,Plocamium,nonccm,Low,5,Dark2,Dark,335,CO2,26.3283307
4847,Plocamium,nonccm,Low,5,Dark2,Dark,349,CO2,26.43793269
4848,Plocamium,nonccm,Low,5,Dark2,Dark,363,CO2,26.46095111
4849,Plocamium,nonccm,Low,5,Dark2,Dark,377,CO2,26.38680834
4850,Plocamium,nonccm,Low,5,Dark2,Dark,391,CO2,26.34973333
4851,Plocamium,nonccm,Low,5,Dark2,Dark,405,CO2,26.4956506
4852,Plocamium,nonccm,Low,5,Dark2,Dark,419,CO2,26.43041616
4853,Plocamium,nonccm,Low,5,Dark2,Dark,433,CO2,26.59641428
4854,Plocamium,nonccm,Low,5,Dark2,Dark,447,CO2,26.78017134
4855,Plocamium,nonccm,Low,5,Dark2,Dark,461,CO2,26.86465027
4856,Plocamium,nonccm,Low,5,Dark2,Dark,475,CO2,26.95524429
4857,Plocamium,nonccm,Low,5,Dark2,Dark,489,CO2,26.71016979
4858,Plocamium,nonccm,Low,5,Dark2,Dark,503,CO2,27.45048315
4859,Plocamium,nonccm,Low,5,Dark2,Dark,517,CO2,26.89946214
4860,Plocamium,nonccm,Low,5,Dark2,Dark,531,CO2,27.09486342
4861,Plocamium,nonccm,Low,5,Dark2,Dark,545,CO2,27.03225743
4862,Plocamium,nonccm,Low,5,Dark2,Dark,559,CO2,26.94147179
4863,Plocamium,nonccm,Low,5,Dark2,Dark,573,CO2,27.32525691
4864,Plocamium,nonccm,Low,5,Dark2,Dark,587,CO2,27.52634425
4865,Plocamium,nonccm,Low,5,Dark2,Dark,601,CO2,27.6025246
4866,Plocamium,nonccm,Low,5,Dark2,Dark,615,CO2,27.61813936
4867,Plocamium,nonccm,Low,5,Dark2,Dark,629,CO2,27.69176917
4868,Plocamium,nonccm,High,5,Dark1,Dark,313,CO2,30.04972636
4869,Plocamium,nonccm,High,5,Dark1,Dark,327,CO2,30.29880585
4870,Plocamium,nonccm,High,5,Dark1,Dark,341,CO2,29.86339067
4871,Plocamium,nonccm,High,5,Dark1,Dark,355,CO2,30.10830845
4872,Plocamium,nonccm,High,5,Dark1,Dark,369,CO2,30.08248381
4873,Plocamium,nonccm,High,5,Dark1,Dark,383,CO2,30.2919745
4874,Plocamium,nonccm,High,5,Dark1,Dark,397,CO2,29.87571739
4875,Plocamium,nonccm,High,5,Dark1,Dark,411,CO2,30.2496659
4876,Plocamium,nonccm,High,5,Dark1,Dark,425,CO2,30.49220236
4877,Plocamium,nonccm,High,5,Dark1,Dark,439,CO2,30.25173797
4878,Plocamium,nonccm,High,5,Dark1,Dark,453,CO2,30.29481976
4879,Plocamium,nonccm,High,5,Dark1,Dark,468,CO2,30.62145295
4880,Plocamium,nonccm,High,5,Dark1,Dark,482,CO2,30.31244241
4881,Plocamium,nonccm,High,5,Dark1,Dark,495,CO2,30.80187478
4882,Plocamium,nonccm,High,5,Dark1,Dark,509,CO2,30.27148958
4883,Plocamium,nonccm,High,5,Dark1,Dark,523,CO2,30.44241421
4884,Plocamium,nonccm,High,5,Dark1,Dark,538,CO2,30.43035053
4885,Plocamium,nonccm,High,5,Dark1,Dark,552,CO2,30.6512209
4886,Plocamium,nonccm,High,5,Dark1,Dark,566,CO2,31.18557145
4887,Plocamium,nonccm,High,5,Dark1,Dark,580,CO2,30.84619287
4888,Plocamium,nonccm,High,5,Dark1,Dark,594,CO2,30.49374958
4889,Plocamium,nonccm,High,5,Dark1,Dark,608,CO2,31.0870973
4890,Plocamium,nonccm,High,5,Dark1,Dark,622,CO2,30.73649332
4891,Plocamium,nonccm,High,5,Dark1,Dark,635,CO2,31.14088108
4892,Plocamium,nonccm,High,5,Dark1,Dark,649,CO2,31.14210989
4893,Plocamium,nonccm,High,5,Dark1,Dark,663,CO2,30.83491833
4894,Plocamium,nonccm,High,5,Dark1,Dark,677,CO2,31.21440788
4895,Plocamium,nonccm,High,5,Dark1,Dark,691,CO2,31.1678136
4896,Plocamium,nonccm,High,5,Light1,Light,362,CO2,28.54546561
4897,Plocamium,nonccm,High,5,Light1,Light,376,CO2,27.98885173
4898,Plocamium,nonccm,High,5,Light1,Light,390,CO2,28.18021766
4899,Plocamium,nonccm,High,5,Light1,Light,404,CO2,27.76520624
4900,Plocamium,nonccm,High,5,Light1,Light,418,CO2,28.03614183
4901,Plocamium,nonccm,High,5,Light1,Light,432,CO2,27.50080028
4902,Plocamium,nonccm,High,5,Light1,Light,446,CO2,27.42098502
4903,Plocamium,nonccm,High,5,Light1,Light,460,CO2,27.25812822
4904,Plocamium,nonccm,High,5,Light1,Light,474,CO2,27.11075741
4905,Plocamium,nonccm,High,5,Light1,Light,488,CO2,26.83213738
4906,Plocamium,nonccm,High,5,Light1,Light,502,CO2,26.69024477
4907,Plocamium,nonccm,High,5,Light1,Light,516,CO2,26.56660629
4908,Plocamium,nonccm,High,5,Light1,Light,530,CO2,26.26314428
4909,Plocamium,nonccm,High,5,Light1,Light,544,CO2,26.11970844
4910,Plocamium,nonccm,High,5,Light1,Light,558,CO2,26.53350106
4911,Plocamium,nonccm,High,5,Light1,Light,572,CO2,26.08699694
4912,Plocamium,nonccm,High,5,Light1,Light,587,CO2,25.89038904
4913,Plocamium,nonccm,High,5,Light1,Light,601,CO2,25.79260794
4914,Plocamium,nonccm,High,5,Light1,Light,615,CO2,25.59648459
4915,Plocamium,nonccm,High,5,Light1,Light,629,CO2,25.61562233
4916,Plocamium,nonccm,High,5,Light1,Light,643,CO2,25.30767356
4917,Plocamium,nonccm,High,5,Light1,Light,657,CO2,25.06570289
4918,Plocamium,nonccm,High,5,Dark2,Dark,15,CO2,24.97937155
4919,Plocamium,nonccm,High,5,Dark2,Dark,29,CO2,24.71817217
4920,Plocamium,nonccm,High,5,Dark2,Dark,43,CO2,24.73664865
4921,Plocamium,nonccm,High,5,Dark2,Dark,57,CO2,24.83238798
4922,Plocamium,nonccm,High,5,Dark2,Dark,71,CO2,24.60530639
4923,Plocamium,nonccm,High,5,Dark2,Dark,85,CO2,24.82220876
4924,Plocamium,nonccm,High,5,Dark2,Dark,98,CO2,24.4267103
4925,Plocamium,nonccm,High,5,Dark2,Dark,112,CO2,24.95404435
4926,Plocamium,nonccm,High,5,Dark2,Dark,127,CO2,25.12456036
4927,Plocamium,nonccm,High,5,Dark2,Dark,141,CO2,24.71743524
4928,Plocamium,nonccm,High,5,Dark2,Dark,155,CO2,25.01826825
4929,Plocamium,nonccm,High,5,Dark2,Dark,169,CO2,24.82575667
4930,Plocamium,nonccm,High,5,Dark2,Dark,183,CO2,25.16450313
4931,Plocamium,nonccm,High,5,Dark2,Dark,197,CO2,25.02835478
4932,Plocamium,nonccm,High,5,Dark2,Dark,211,CO2,24.92920031
4933,Plocamium,nonccm,High,5,Dark2,Dark,225,CO2,25.3139167
4934,Plocamium,nonccm,High,5,Dark2,Dark,239,CO2,24.89992383
4935,Plocamium,nonccm,High,5,Dark2,Dark,254,CO2,25.30553811
4936,Plocamium,nonccm,High,5,Dark2,Dark,268,CO2,25.01618574
4937,Plocamium,nonccm,High,5,Dark2,Dark,282,CO2,25.11859656
4938,Plocamium,nonccm,High,5,Dark2,Dark,295,CO2,25.53023007
4939,Plocamium,nonccm,High,5,Dark2,Dark,309,CO2,25.20601712
4940,Plocamium,nonccm,High,5,Dark2,Dark,323,CO2,25.36362258
4941,Plocamium,nonccm,High,5,Dark2,Dark,337,CO2,25.6381473
4942,Plocamium,nonccm,High,5,Dark2,Dark,351,CO2,25.48082099
4943,Plocamium,nonccm,High,5,Dark2,Dark,365,CO2,25.19774501
4944,Plocamium,nonccm,High,5,Dark2,Dark,379,CO2,25.31641622
4945,Odonthalia,ccm,Low,5,Dark1,Dark,841,CO2,28.45600584
4946,Odonthalia,ccm,Low,5,Dark1,Dark,855,CO2,28.62263497
4947,Odonthalia,ccm,Low,5,Dark1,Dark,869,CO2,28.75609364
4948,Odonthalia,ccm,Low,5,Dark1,Dark,884,CO2,29.02973974
4949,Odonthalia,ccm,Low,5,Dark1,Dark,898,CO2,28.79647425
4950,Odonthalia,ccm,Low,5,Dark1,Dark,912,CO2,28.97750892
4951,Odonthalia,ccm,Low,5,Dark1,Dark,926,CO2,28.9380901
4952,Odonthalia,ccm,Low,5,Dark1,Dark,940,CO2,28.93963364
4953,Odonthalia,ccm,Low,5,Dark1,Dark,954,CO2,28.88765206
4954,Odonthalia,ccm,Low,5,Dark1,Dark,968,CO2,28.6893173
4955,Odonthalia,ccm,Low,5,Dark1,Dark,982,CO2,29.20098394
4956,Odonthalia,ccm,Low,5,Dark1,Dark,996,CO2,28.79549699
4957,Odonthalia,ccm,Low,5,Dark1,Dark,1010,CO2,28.98693483
4958,Odonthalia,ccm,Low,5,Dark1,Dark,1024,CO2,29.48274308
4959,Odonthalia,ccm,Low,5,Dark1,Dark,1038,CO2,29.23666352
4960,Odonthalia,ccm,Low,5,Dark1,Dark,1051,CO2,29.10387891
4961,Odonthalia,ccm,Low,5,Dark1,Dark,1065,CO2,29.30728193
4962,Odonthalia,ccm,Low,5,Dark1,Dark,1079,CO2,29.24571236
4963,Odonthalia,ccm,Low,5,Dark1,Dark,1093,CO2,29.41208941
4964,Odonthalia,ccm,Low,5,Dark1,Dark,1108,CO2,29.05342179
4965,Odonthalia,ccm,Low,5,Dark1,Dark,1122,CO2,29.3985612
4966,Odonthalia,ccm,Low,5,Dark1,Dark,1136,CO2,30.0010621
4967,Odonthalia,ccm,Low,5,Dark1,Dark,1150,CO2,29.35631734
4968,Odonthalia,ccm,Low,5,Dark1,Dark,1163,CO2,29.39421582
4969,Odonthalia,ccm,Low,5,Dark1,Dark,1177,CO2,29.43003624
4970,Odonthalia,ccm,Low,5,Dark1,Dark,1192,CO2,29.14362351
4971,Odonthalia,ccm,Low,5,Dark1,Dark,1206,CO2,29.00323215
4972,Odonthalia,ccm,Low,5,Dark1,Dark,1220,CO2,28.99231645
4973,Odonthalia,ccm,Low,5,Dark1,Dark,1234,CO2,29.43808996
4974,Odonthalia,ccm,Low,5,Dark1,Dark,1248,CO2,28.88678486
4975,Odonthalia,ccm,Low,5,Dark1,Dark,1262,CO2,28.87272547
4976,Odonthalia,ccm,Low,5,Dark1,Dark,1276,CO2,29.15587453
4977,Odonthalia,ccm,Low,5,Dark1,Dark,1290,CO2,29.8031226
4978,Odonthalia,ccm,Low,5,Dark1,Dark,1304,CO2,29.67415254
4979,Odonthalia,ccm,Low,5,Dark1,Dark,1318,CO2,29.33435488
4980,Odonthalia,ccm,Low,5,Dark1,Dark,1332,CO2,29.57253401
4981,Odonthalia,ccm,Low,5,Dark1,Dark,1345,CO2,29.86916868
4982,Odonthalia,ccm,Low,5,Dark1,Dark,1359,CO2,29.75946312
4983,Odonthalia,ccm,Low,5,Dark1,Dark,1373,CO2,29.62768825
4984,Odonthalia,ccm,Low,5,Dark1,Dark,1387,CO2,30.08050523
4985,Odonthalia,ccm,Low,5,Dark1,Dark,1401,CO2,29.70901817
4986,Odonthalia,ccm,Low,5,Dark1,Dark,1414,CO2,29.88126374
4987,Odonthalia,ccm,Low,5,Dark1,Dark,1428,CO2,29.60180258
4988,Odonthalia,ccm,Low,5,Dark1,Dark,1442,CO2,29.73644697
4989,Odonthalia,ccm,Low,5,Dark1,Dark,1456,CO2,29.59178082
4990,Odonthalia,ccm,Low,5,Dark1,Dark,1470,CO2,29.67594648
4991,Odonthalia,ccm,Low,5,Dark1,Dark,1484,CO2,29.65194228
4992,Odonthalia,ccm,Low,5,Light1,Light,310,CO2,29.21677455
4993,Odonthalia,ccm,Low,5,Light1,Light,324,CO2,29.24453185
4994,Odonthalia,ccm,Low,5,Light1,Light,338,CO2,29.49487837
4995,Odonthalia,ccm,Low,5,Light1,Light,352,CO2,28.90202369
4996,Odonthalia,ccm,Low,5,Light1,Light,367,CO2,29.44766362
4997,Odonthalia,ccm,Low,5,Light1,Light,381,CO2,29.06363516
4998,Odonthalia,ccm,Low,5,Light1,Light,395,CO2,28.96055065
4999,Odonthalia,ccm,Low,5,Light1,Light,409,CO2,28.77840176
5000,Odonthalia,ccm,Low,5,Light1,Light,423,CO2,28.86708133
5001,Odonthalia,ccm,Low,5,Light1,Light,437,CO2,29.2694709
5002,Odonthalia,ccm,Low,5,Light1,Light,452,CO2,28.93317623
5003,Odonthalia,ccm,Low,5,Light1,Light,466,CO2,29.23359132
5004,Odonthalia,ccm,Low,5,Light1,Light,480,CO2,28.84318762
5005,Odonthalia,ccm,Low,5,Light1,Light,494,CO2,28.80840122
5006,Odonthalia,ccm,Low,5,Light1,Light,508,CO2,28.7430092
5007,Odonthalia,ccm,Low,5,Light1,Light,522,CO2,28.72621103
5008,Odonthalia,ccm,Low,5,Light1,Light,536,CO2,28.5835727
5009,Odonthalia,ccm,Low,5,Light1,Light,550,CO2,28.90122698
5010,Odonthalia,ccm,Low,5,Light1,Light,564,CO2,28.5063984
5011,Odonthalia,ccm,Low,5,Light1,Light,578,CO2,28.48059194
5012,Odonthalia,ccm,Low,5,Light1,Light,593,CO2,28.59352554
5013,Odonthalia,ccm,Low,5,Light1,Light,606,CO2,28.74617411
5014,Odonthalia,ccm,Low,5,Light1,Light,620,CO2,28.576809
5015,Odonthalia,ccm,Low,5,Light1,Light,635,CO2,28.79948012
5016,Odonthalia,ccm,Low,5,Light1,Light,649,CO2,28.20837385
5017,Odonthalia,ccm,Low,5,Light1,Light,662,CO2,28.72745828
5018,Odonthalia,ccm,Low,5,Light1,Light,676,CO2,28.5880813
5019,Odonthalia,ccm,Low,5,Light1,Light,690,CO2,29.05652371
5020,Odonthalia,ccm,Low,5,Light1,Light,704,CO2,28.80539658
5021,Odonthalia,ccm,Low,5,Light1,Light,718,CO2,28.59298927
5022,Odonthalia,ccm,Low,5,Light1,Light,732,CO2,28.42901025
5023,Odonthalia,ccm,Low,5,Light1,Light,746,CO2,28.26607843
5024,Odonthalia,ccm,Low,5,Light1,Light,760,CO2,28.07546668
5025,Odonthalia,ccm,Low,5,Light1,Light,774,CO2,28.10466885
5026,Odonthalia,ccm,Low,5,Light1,Light,788,CO2,28.28152487
5027,Odonthalia,ccm,Low,5,Light1,Light,802,CO2,28.86149124
5028,Odonthalia,ccm,Low,5,Light1,Light,816,CO2,28.38733824
5029,Odonthalia,ccm,Low,5,Light1,Light,830,CO2,28.08193145
5030,Odonthalia,ccm,Low,5,Light1,Light,844,CO2,28.58379896
5031,Odonthalia,ccm,Low,5,Light1,Light,859,CO2,28.08393807
5032,Odonthalia,ccm,Low,5,Light1,Light,872,CO2,28.29371948
5033,Odonthalia,ccm,Low,5,Light1,Light,886,CO2,28.31086447
5034,Odonthalia,ccm,Low,5,Light1,Light,901,CO2,28.13158379
5035,Odonthalia,ccm,Low,5,Light1,Light,915,CO2,28.07439257
5036,Odonthalia,ccm,Low,5,Light1,Light,929,CO2,27.99618169
5037,Odonthalia,ccm,Low,5,Light1,Light,943,CO2,27.74923908
5038,Odonthalia,ccm,Low,5,Light1,Light,957,CO2,27.73794071
5039,Odonthalia,ccm,Low,5,Light1,Light,972,CO2,28.25902242
5040,Odonthalia,ccm,Low,5,Light1,Light,986,CO2,27.91424621
5041,Odonthalia,ccm,Low,5,Light1,Light,999,CO2,28.05087851
5042,Odonthalia,ccm,Low,5,Light1,Light,1014,CO2,27.72386233
5043,Odonthalia,ccm,Low,5,Light1,Light,1028,CO2,27.77937081
5044,Odonthalia,ccm,Low,5,Light1,Light,1042,CO2,27.59697377
5045,Odonthalia,ccm,Low,5,Light1,Light,1055,CO2,27.73651957
5046,Odonthalia,ccm,Low,5,Dark2,Dark,183,CO2,26.44346012
5047,Odonthalia,ccm,Low,5,Dark2,Dark,197,CO2,26.60688262
5048,Odonthalia,ccm,Low,5,Dark2,Dark,210,CO2,26.71872211
5049,Odonthalia,ccm,Low,5,Dark2,Dark,225,CO2,26.49299012
5050,Odonthalia,ccm,Low,5,Dark2,Dark,239,CO2,26.4209039
5051,Odonthalia,ccm,Low,5,Dark2,Dark,253,CO2,26.60100616
5052,Odonthalia,ccm,Low,5,Dark2,Dark,267,CO2,26.63768937
5053,Odonthalia,ccm,Low,5,Dark2,Dark,281,CO2,26.56624574
5054,Odonthalia,ccm,Low,5,Dark2,Dark,295,CO2,26.55990082
5055,Odonthalia,ccm,Low,5,Dark2,Dark,309,CO2,26.74263592
5056,Odonthalia,ccm,Low,5,Dark2,Dark,323,CO2,26.74594501
5057,Odonthalia,ccm,Low,5,Dark2,Dark,336,CO2,26.7410216
5058,Odonthalia,ccm,Low,5,Dark2,Dark,350,CO2,26.53641025
5059,Odonthalia,ccm,Low,5,Dark2,Dark,364,CO2,26.54248199
5060,Odonthalia,ccm,Low,5,Dark2,Dark,378,CO2,26.85225693
5061,Odonthalia,ccm,Low,5,Dark2,Dark,392,CO2,26.98098444
5062,Odonthalia,ccm,Low,5,Dark2,Dark,406,CO2,26.90902261
5063,Odonthalia,ccm,Low,5,Dark2,Dark,420,CO2,26.79889452
5064,Odonthalia,ccm,Low,5,Dark2,Dark,434,CO2,26.85088691
5065,Odonthalia,ccm,Low,5,Dark2,Dark,448,CO2,26.73217132
5066,Odonthalia,ccm,Low,5,Dark2,Dark,462,CO2,26.7674773
5067,Odonthalia,ccm,Low,5,Dark2,Dark,476,CO2,26.96196824
5068,Odonthalia,ccm,Low,5,Dark2,Dark,489,CO2,27.14533376
5069,Odonthalia,ccm,Low,5,Dark2,Dark,503,CO2,26.98585502
5070,Odonthalia,ccm,Low,5,Dark2,Dark,518,CO2,27.29225052
5071,Odonthalia,ccm,Low,5,Dark2,Dark,532,CO2,27.29273157
5072,Odonthalia,ccm,Low,5,Dark2,Dark,546,CO2,26.94222182
5073,Odonthalia,ccm,Low,5,Dark2,Dark,560,CO2,27.06946041
5074,Odonthalia,ccm,Low,5,Dark2,Dark,574,CO2,27.3187905
5075,Odonthalia,ccm,Low,5,Dark2,Dark,588,CO2,27.29202761
5076,Odonthalia,ccm,Low,5,Dark2,Dark,602,CO2,27.44977857
5077,Odonthalia,ccm,Low,5,Dark2,Dark,616,CO2,27.33240746
5078,Odonthalia,ccm,Low,5,Dark2,Dark,631,CO2,26.96766598
5079,Odonthalia,ccm,Low,5,Dark2,Dark,645,CO2,27.16823289
5080,Odonthalia,ccm,Low,5,Dark2,Dark,659,CO2,27.19877192
5081,Odonthalia,ccm,Low,5,Dark2,Dark,672,CO2,26.78985532
5082,Odonthalia,ccm,Low,5,Dark2,Dark,686,CO2,27.33480237
5083,Odonthalia,ccm,Low,5,Dark2,Dark,701,CO2,27.52314381
5084,Odonthalia,ccm,Low,5,Dark2,Dark,715,CO2,27.53366139
5085,Odonthalia,ccm,Low,5,Dark2,Dark,728,CO2,27.10167428
5086,Odonthalia,ccm,Low,5,Dark2,Dark,742,CO2,27.32341127
5087,Odonthalia,ccm,Low,5,Dark2,Dark,756,CO2,27.42622558
5088,Odonthalia,ccm,Low,5,Dark2,Dark,770,CO2,27.31160009
5089,Odonthalia,ccm,Low,5,Dark2,Dark,784,CO2,27.63752033
5090,Odonthalia,ccm,Low,5,Dark2,Dark,798,CO2,27.29773953
5091,Odonthalia,ccm,Low,5,Dark2,Dark,812,CO2,27.67147763
5092,Odonthalia,ccm,Low,5,Dark2,Dark,826,CO2,27.61449877
5093,Odonthalia,ccm,Low,5,Dark2,Dark,840,CO2,27.6552744
5094,Rhodymenia,nonccm,High,5,Dark1,Dark,701,CO2,27.71117639
5095,Rhodymenia,nonccm,High,5,Dark1,Dark,715,CO2,27.89068089
5096,Rhodymenia,nonccm,High,5,Dark1,Dark,729,CO2,27.75977578
5097,Rhodymenia,nonccm,High,5,Dark1,Dark,743,CO2,27.78234006
5098,Rhodymenia,nonccm,High,5,Dark1,Dark,757,CO2,28.30443121
5099,Rhodymenia,nonccm,High,5,Dark1,Dark,771,CO2,28.19437946
5100,Rhodymenia,nonccm,High,5,Dark1,Dark,785,CO2,27.55772256
5101,Rhodymenia,nonccm,High,5,Dark1,Dark,798,CO2,28.25860803
5102,Rhodymenia,nonccm,High,5,Dark1,Dark,813,CO2,28.13968868
5103,Rhodymenia,nonccm,High,5,Dark1,Dark,827,CO2,28.3701744
5104,Rhodymenia,nonccm,High,5,Dark1,Dark,841,CO2,27.68473097
5105,Rhodymenia,nonccm,High,5,Dark1,Dark,854,CO2,28.25833028
5106,Rhodymenia,nonccm,High,5,Dark1,Dark,868,CO2,28.49292659
5107,Rhodymenia,nonccm,High,5,Dark1,Dark,882,CO2,28.09368465
5108,Rhodymenia,nonccm,High,5,Dark1,Dark,896,CO2,28.15432257
5109,Rhodymenia,nonccm,High,5,Dark1,Dark,910,CO2,28.18205202
5110,Rhodymenia,nonccm,High,5,Dark1,Dark,924,CO2,27.85258741
5111,Rhodymenia,nonccm,High,5,Dark1,Dark,937,CO2,27.77643065
5112,Rhodymenia,nonccm,High,5,Dark1,Dark,951,CO2,28.55317593
5113,Rhodymenia,nonccm,High,5,Dark1,Dark,965,CO2,28.45811866
5114,Rhodymenia,nonccm,High,5,Dark1,Dark,979,CO2,28.36366015
5115,Rhodymenia,nonccm,High,5,Dark1,Dark,994,CO2,28.52970445
5116,Rhodymenia,nonccm,High,5,Dark1,Dark,1008,CO2,28.34143759
5117,Rhodymenia,nonccm,High,5,Dark1,Dark,1022,CO2,28.48870986
5118,Rhodymenia,nonccm,High,5,Dark1,Dark,1036,CO2,28.37230649
5119,Rhodymenia,nonccm,High,5,Dark1,Dark,1050,CO2,28.62791589
5120,Rhodymenia,nonccm,High,5,Dark1,Dark,1064,CO2,28.79202384
5121,Rhodymenia,nonccm,High,5,Dark1,Dark,1078,CO2,28.57630118
5122,Rhodymenia,nonccm,High,5,Dark1,Dark,1092,CO2,28.28319152
5123,Rhodymenia,nonccm,High,5,Light1,Light,238,CO2,26.17677944
