number,genus,metabolism,treatment,rep,run1,run2,seconds,O2_mM,HCO3,HCO3_mM,CO2_mM,DIC_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH,K1a,K2a,K1b,K2b,K1,K2,H,K1_HCO3,K2_HCO3
98,Hymenena,nonccm,High,2,Dark2,Dark,421,12.64187324,15.42359305,231.02,16.66300627,247.69,16.19345081,0.469555467,31,12,8.07,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.51E-09,1.06E-02,6.15E-02
99,Hymenena,nonccm,High,2,Dark2,Dark,407,12.9292362,15.50504329,232.24,16.75100206,248.99,16.31271938,0.43828268,31,12,8.07,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.51E-09,1.06E-02,6.15E-02
100,Hymenena,nonccm,High,2,Dark2,Dark,393,13.1963979,15.71875275,231.94,17.00544449,248.94,16.50781686,0.497627635,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
101,Hymenena,nonccm,High,2,Dark2,Dark,379,12.66624102,15.2393941,224.86,16.48684513,241.35,16.04192002,0.444925112,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
102,Hymenena,nonccm,High,2,Dark2,Dark,364,12.99937246,15.45912074,228.11,16.72455867,244.83,16.25518087,0.469377802,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
103,Hymenena,nonccm,High,2,Dark2,Dark,351,12.87204138,15.25516019,225.10,16.50390303,241.60,16.03620427,0.467698761,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
104,Hymenena,nonccm,High,2,Dark2,Dark,337,12.54137196,15.10786983,222.92,16.34455427,239.27,15.90436105,0.440193218,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
105,Hymenena,nonccm,High,2,Dark2,Dark,322,12.94249328,15.09733433,219.40,16.35644007,235.76,15.90575824,0.450681833,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
106,Hymenena,nonccm,High,2,Dark2,Dark,309,13.09318207,14.96758559,217.52,16.21587054,233.73,15.7821711,0.433699441,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
107,Hymenena,nonccm,High,2,Dark2,Dark,294,12.69136634,14.87808668,216.22,16.11890742,232.34,15.6979591,0.420948317,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
108,Hymenena,nonccm,High,2,Dark2,Dark,280,12.46258704,14.97592669,217.64,16.22490639,233.86,15.76819927,0.456707117,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
109,Hymenena,nonccm,High,2,Dark2,Dark,266,13.23894681,14.79600494,211.73,16.05345291,227.79,15.60256964,0.450883269,31,12,8.1,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
110,Hymenena,nonccm,High,2,Dark2,Dark,253,13.12039065,14.84389613,212.42,16.10541417,228.52,15.70507203,0.40034214,31,12,8.1,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
111,Hymenena,nonccm,High,2,Dark2,Dark,239,13.39942059,14.75251627,211.11,16.00626709,227.12,15.58008771,0.426179386,31,12,8.1,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
112,Hymenena,nonccm,High,2,Dark2,Dark,225,13.20618289,14.3850504,205.85,15.60757298,221.46,15.18709839,0.420474588,31,12,8.1,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
113,Hymenena,nonccm,High,2,Dark2,Dark,211,13.22783611,14.63392966,206.17,15.90147703,222.07,15.44672029,0.454756743,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
114,Hymenena,nonccm,High,2,Light1,Light,616,14.05375211,14.74989075,204.54,16.05222341,220.59,15.59139218,0.460831227,31,12,8.12,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,7.59E-09,9.45E-03,6.90E-02
115,Hymenena,nonccm,High,2,Light1,Light,602,13.37221201,14.70844077,207.21,15.98244065,223.20,15.505783,0.476657648,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
116,Hymenena,nonccm,High,2,Light1,Light,588,13.47826864,14.80204378,208.53,16.08415218,224.62,15.6236544,0.460497788,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
117,Hymenena,nonccm,High,2,Light1,Light,574,13.50686605,15.16506092,213.65,16.47861267,230.13,15.98577869,0.492833979,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
118,Hymenena,nonccm,High,2,Light1,Light,560,13.38894118,15.16354961,216.99,16.45223514,233.44,16.02921836,0.423016778,31,12,8.1,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
119,Hymenena,nonccm,High,2,Light1,Light,547,13.43919182,15.47323289,221.42,16.78823402,238.21,16.33100977,0.457224254,31,12,8.1,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
120,Hymenena,nonccm,High,2,Light1,Light,533,13.16571723,15.76263709,225.57,17.10223305,242.67,16.63978709,0.462445955,31,12,8.1,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
121,Hymenena,nonccm,High,2,Light1,Light,519,13.40781674,15.79555377,229.55,17.11288966,246.66,16.631404,0.481485662,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
122,Hymenena,nonccm,High,2,Light1,Light,505,13.32896869,15.78844671,229.45,17.10518978,246.55,16.63978709,0.465402688,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
123,Hymenena,nonccm,High,2,Light1,Light,491,12.88460404,16.1050777,234.05,17.44822921,251.50,16.96113906,0.487090152,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
124,Hymenena,nonccm,High,2,Light1,Light,477,13.42385149,16.54068315,244.07,17.89465314,261.96,17.3949007,0.49975244,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
125,Hymenena,nonccm,High,2,Light1,Light,463,12.72135258,16.57366131,244.55,17.93033203,262.48,17.41166689,0.518665134,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
126,Hymenena,nonccm,High,2,Light1,Light,448,12.83088131,16.75116322,250.91,18.09725666,269.00,17.57450216,0.522754499,31,12,8.07,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.51E-09,1.06E-02,6.15E-02
127,Hymenena,nonccm,High,2,Light1,Light,434,13.1643284,17.12065258,256.44,18.49643634,274.94,17.97879596,0.517640385,31,12,8.07,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.51E-09,1.06E-02,6.15E-02
128,Hymenena,nonccm,High,2,Light1,Light,420,12.64187324,16.89740686,256.86,18.23064815,275.10,17.70786958,0.522778579,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
129,Hymenena,nonccm,High,2,Light1,Light,405,12.65367835,17.33760007,263.56,18.70557355,282.26,18.20475846,0.500815085,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
130,Hymenena,nonccm,High,2,Light1,Light,392,12.34535658,17.3065834,263.08,18.67210941,281.76,18.17389343,0.498215979,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
131,Hymenena,nonccm,High,2,Light1,Light,378,11.90137071,17.56047293,270.85,18.92119551,289.77,18.38994865,0.531246862,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
132,Hymenena,nonccm,High,2,Light1,Light,364,11.60662166,17.69492943,272.93,19.06606962,291.99,18.55837264,0.507696978,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
133,Hymenena,nonccm,High,2,Light1,Light,350,11.93104132,18.22540261,285.15,19.61261856,304.77,19.10581413,0.506804429,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
134,Hymenena,nonccm,High,2,Light1,Light,336,11.10790299,18.11358216,283.40,19.49228871,302.90,18.95987207,0.532416633,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
135,Hymenena,nonccm,High,2,Light1,Light,323,11.25713982,18.16354636,288.20,19.52184463,307.72,19.01169484,0.510149788,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
136,Hymenena,nonccm,High,2,Light1,Light,309,11.89335333,18.54872752,294.31,19.93583173,314.25,19.36962758,0.566204148,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
137,Hymenena,nonccm,High,2,Light1,Light,295,12.02308332,19.04672755,302.21,20.47107367,322.69,19.88188548,0.589188193,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
138,Hymenena,nonccm,High,2,Light1,Light,281,11.54317707,19.26683278,309.94,20.68272223,330.63,20.07977732,0.602944905,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
139,Hymenena,nonccm,High,2,Light1,Light,267,11.0771592,19.52124156,314.04,20.95582728,334.99,20.36048398,0.595343303,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
140,Hymenena,nonccm,High,2,Light1,Light,253,11.85566535,19.70722612,317.03,21.15547929,338.18,20.58085776,0.574621528,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
141,Hymenena,nonccm,High,2,Light1,Light,238,11.37437027,19.83155078,323.36,21.26406688,344.63,20.72679982,0.537267066,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
142,Hymenena,nonccm,High,2,Light1,Light,225,10.99976311,20.14837769,328.53,21.60377853,350.13,21.00610929,0.597669239,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
143,Hymenena,nonccm,High,2,Light1,Light,211,11.13157635,20.57930482,340.01,22.04081016,362.05,21.42716928,0.613640881,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
144,Hymenena,nonccm,High,3,Dark1,Dark,689,9.089132446,21.63317982,362.07,23.1440373,385.21,22.49625176,0.647785539,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02
145,Hymenena,nonccm,High,3,Dark1,Dark,679,9.213307082,21.59160204,361.37,23.09955588,384.47,22.44951488,0.650040993,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02
146,Hymenena,nonccm,High,3,Dark1,Dark,669,9.116341021,21.67550401,362.78,23.18931796,385.97,22.53815974,0.651158228,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02
147,Hymenena,nonccm,High,3,Dark1,Dark,659,9.161667604,21.83604111,365.46,23.36106685,388.83,22.71165531,0.649411545,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02
148,Hymenena,nonccm,High,3,Dark1,Dark,649,9.136542284,21.41332969,358.39,22.90883185,381.30,22.2637746,0.645057252,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02
149,Hymenena,nonccm,High,3,Dark1,Dark,639,9.368162385,21.66121685,362.54,23.17403288,385.71,22.51918905,0.654843835,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02
150,Hymenena,nonccm,High,3,Dark1,Dark,629,8.951700731,21.69362862,363.08,23.2087083,386.29,22.5686853,0.640023,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02
151,Hymenena,nonccm,High,3,Dark1,Dark,618,9.263557722,21.42128513,358.52,22.91734277,381.44,22.27325994,0.644082831,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02
152,Hymenena,nonccm,High,3,Dark1,Dark,608,9.08288268,21.23349822,355.38,22.71644259,378.10,22.07320541,0.643237186,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02
153,Hymenena,nonccm,High,3,Dark1,Dark,598,8.983075817,21.2221275,350.63,22.72928475,373.36,22.09027903,0.639005719,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
154,Hymenena,nonccm,High,3,Dark1,Dark,587,8.854734671,21.0556274,347.88,22.55095907,370.43,21.92454419,0.626414874,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
155,Hymenena,nonccm,High,3,Dark1,Dark,577,9.619289331,20.94613493,346.07,22.43369101,368.51,21.78536833,0.648322683,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
156,Hymenena,nonccm,High,3,Dark1,Dark,567,9.01167323,21.40085079,353.59,22.92070037,376.51,22.28274529,0.637955088,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
157,Hymenena,nonccm,High,3,Dark1,Dark,557,9.107944872,21.13266055,349.16,22.63346261,371.79,21.99697773,0.636484879,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
158,Hymenena,nonccm,High,3,Dark1,Dark,546,8.853345834,20.96055582,346.31,22.44913592,368.76,21.81589389,0.633242037,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
159,Hymenena,nonccm,High,3,Dark1,Dark,536,9.292155135,20.88156954,345.01,22.36453975,367.37,21.73018087,0.634358879,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
160,Hymenena,nonccm,High,3,Dark1,Dark,526,9.109333708,20.99566121,346.89,22.4867341,369.38,21.85211066,0.634623444,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
161,Hymenena,nonccm,High,3,Dark1,Dark,516,9.088438027,20.73596284,342.60,22.20859244,364.81,21.58151965,0.627072783,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
162,Hymenena,nonccm,High,3,Dark1,Dark,506,9.156112257,20.68110366,341.70,22.14983684,363.85,21.51667439,0.633162449,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
163,Hymenena,nonccm,High,3,Dark1,Dark,495,9.249543096,20.80957037,343.82,22.28742714,366.11,21.6596444,0.627782739,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
164,Hymenena,nonccm,High,3,Dark1,Dark,485,9.127514845,20.71008472,342.17,22.18087778,364.35,21.54719995,0.63367783,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
165,Hymenena,nonccm,High,3,Dark1,Dark,474,9.034715295,20.67025955,341.52,22.13822373,363.65,21.51288025,0.625343474,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
166,Hymenena,nonccm,High,3,Dark1,Dark,464,9.387669229,20.63005733,340.85,22.09516485,362.95,21.45958987,0.635574981,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
167,Hymenena,nonccm,High,3,Dark1,Dark,454,9.237737984,20.67133971,341.53,22.13938002,363.67,21.50718905,0.632190971,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
168,Hymenena,nonccm,High,3,Dark1,Dark,444,9.443475217,20.6906791,341.85,22.16009264,364.01,21.52340036,0.636692278,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
169,Hymenena,nonccm,High,3,Dark1,Dark,434,9.162362023,20.59818225,340.33,22.06102764,362.39,21.43096137,0.630066269,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
170,Hymenena,nonccm,High,3,Dark1,Dark,424,9.786012876,20.76304172,343.05,22.23759429,365.29,21.591005,0.646589291,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
171,Hymenena,nonccm,High,3,Dark1,Dark,414,9.716255391,20.78030569,343.33,22.2560853,365.59,21.61963349,0.636451809,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
172,Hymenena,nonccm,High,3,Dark1,Dark,403,9.874582786,20.84611089,344.42,22.32656326,366.75,21.68068462,0.645878642,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
173,Hymenena,nonccm,High,3,Dark1,Dark,393,9.889228702,20.79025646,343.50,22.26674323,365.77,21.6253247,0.641418528,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
174,Hymenena,nonccm,High,3,Dark1,Dark,382,9.81391587,20.96483063,346.38,22.45371408,368.84,21.81589389,0.637820196,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
175,Hymenena,nonccm,High,3,Dark1,Dark,372,10.0608763,20.70332179,342.06,22.17363278,364.24,21.52046853,0.65316425,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
176,Hymenena,nonccm,High,3,Dark1,Dark,362,9.604643415,20.78045854,343.34,22.25624895,365.59,21.61963349,0.636615454,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
177,Hymenena,nonccm,High,3,Dark1,Dark,352,10.12640415,20.77697348,343.28,22.25251602,365.53,21.60635401,0.646162008,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
178,Hymenena,nonccm,High,3,Dark1,Dark,342,10.25196762,20.7894888,343.49,22.26592154,365.75,21.61394229,0.651979257,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
179,Hymenena,nonccm,High,3,Dark1,Dark,332,9.87319395,20.82415091,344.06,22.30304271,366.36,21.66154147,0.641501246,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
180,Hymenena,nonccm,High,3,Dark1,Dark,322,10.06226514,20.95362136,346.20,22.44170901,368.64,21.7969232,0.64478581,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
181,Hymenena,nonccm,High,3,Dark1,Dark,311,9.728818051,20.46912281,338.19,21.9228022,360.12,21.2860943,0.6367079,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
182,Hymenena,nonccm,High,3,Dark1,Dark,301,10.22898869,20.73441732,342.58,22.20693842,364.78,21.56444603,0.642492382,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
183,Hymenena,nonccm,High,3,Dark1,Dark,291,10.02666042,20.5773432,339.98,22.03870859,362.02,21.39853874,0.640169849,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
184,Hymenena,nonccm,High,3,Dark1,Dark,280,9.703692731,20.31818831,335.70,21.76114895,357.46,21.13363895,0.627510009,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
185,Hymenena,nonccm,High,3,Dark1,Dark,270,9.734373398,20.83562683,344.25,22.31533359,366.56,21.68258169,0.632751906,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
186,Hymenena,nonccm,High,3,Dark2,Dark,573,11.58436715,16.79094494,247.76,18.16540123,265.92,17.57766962,0.587731609,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
187,Hymenena,nonccm,High,3,Dark2,Dark,563,11.11279392,16.63314441,245.43,17.99468411,263.43,17.41572893,0.578955184,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
188,Hymenena,nonccm,High,3,Dark2,Dark,553,11.96522408,16.59246394,244.83,17.95067441,262.78,17.3546778,0.595996608,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
189,Hymenena,nonccm,High,3,Dark2,Dark,543,11.26834365,16.57076937,244.51,17.92720136,262.44,17.34329539,0.583905976,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
190,Hymenena,nonccm,High,3,Dark2,Dark,533,11.86964685,16.69567917,246.35,18.06233731,264.42,17.46901931,0.593317993,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
191,Hymenena,nonccm,High,3,Dark2,Dark,523,11.73991687,16.35444075,241.32,17.69316657,259.01,17.10892115,0.58424542,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
192,Hymenena,nonccm,High,3,Dark2,Dark,513,11.65759672,16.339431,237.45,17.70212667,255.16,17.11461236,0.587514305,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
193,Hymenena,nonccm,High,3,Dark2,Dark,502,11.83057004,16.31408198,237.09,17.674663,254.76,17.08598387,0.588679137,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
194,Hymenena,nonccm,High,3,Dark2,Dark,492,11.9840365,16.25893469,236.29,17.61491863,253.90,17.02700227,0.587916355,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
